sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,district,timestamp_ist,temperature_celsius,rain_unit_clean,rainfall_mm
SEN024,2026-06-23 18:45:09 IST,25.1,Celsius,-44.1,mm,,Fatehabad,2026-06-23 18:45:09,25.1,mm,
SEN025,2026-07-27 11:04:50 UTC,88,Fahrenheit,8.8,MM,,Ferozepur,2026-07-27 16:34:50,31.11,mm,8.8
SEN011,2026-03-11 03:09:19 UTC,36.6,c,0.0,millimeters,67.0,Kurukshetra,2026-03-11 08:39:19,36.6,mm,0.0
SEN020,2026-03-03 13:46:42 IST,37.8,Celsius,-9.9,mm,55.0,Ambala,2026-03-03 13:46:42,37.8,mm,
SEN009,2026-03-19 14:16:19 UTC,95,Fahrenheit,41.6,MM,54.0,Jalandhar,2026-03-19 19:46:19,35.0,mm,41.6
SEN022,2026-05-20 03:09:08 UTC,73.9,°F,7.0,MM,69.0,Bareilly,2026-05-20 08:39:08,23.28,mm,7.0
SEN042,2026-01-28 09:53:03 IST,103.5,°F,19.1,millimeters,90.0,Fatehabad,2026-01-28 09:53:03,39.72,mm,19.1
SEN041,2026-02-03 02:27:22 IST,23.9°C,,11.7,mm,71.0,Bathinda,2026-02-03 02:27:22,23.9,mm,11.7
SEN042,2026-02-21 00:06:06 IST,21.4°C,,6.0,millimeters,92.0,Fatehabad,2026-02-21 00:06:06,21.4,mm,6.0
SEN038,,86.9,f,23.6,MM,53.0,Ambala,,30.5,mm,23.6
SEN023,2026-01-31 15:46:08 UTC,29.9,°C,0.78,in,39.0,Bathinda,2026-01-31 21:16:08,29.9,in,19.812
SEN047,2026-03-05 00:54:38 IST,37.2,c,17.7,millimeters,88.0,Kurukshetra,2026-03-05 00:54:38,37.2,mm,17.7
SEN001,2026-03-26 08:59:03 IST,69.6,f,43.3,millimeters,33.0,Agra,2026-03-26 08:59:03,20.89,mm,43.3
SEN015,2026-02-24 20:42:48 UTC,33.5°C,,1.34,inches,94.0,Muzaffarnagar,2026-02-25 02:12:48,33.5,in,34.036
SEN006,,23.9,C,14.7,MM,81.0,Fatehabad,,23.9,mm,14.7
SEN026,2026-01-16 12:07:42 UTC,21.2,c,10.3,mm,70.0,Hisar,2026-01-16 17:37:42,21.2,mm,10.3
SEN038,2026-04-11 16:50:47 IST,35.1,c,31.8,millimeters,71.0,Ambala,2026-04-11 16:50:47,35.1,mm,31.8
SEN016,2026-04-09 23:56:41 IST,23.7,C,-37.3,mm,47.0,Patiala,2026-04-09 23:56:41,23.7,mm,
UNKNOWN,,34.4,C,47.0,mm,,Unknown,,34.4,mm,47.0
UNKNOWN,2026-07-02 14:48:10 UTC,21.4,C,7.3,millimeters,81.0,Unknown,2026-07-02 20:18:10,21.4,mm,7.3
SEN046,01-15-2026 09:23 PM,82.9,°F,,,57.0,Karnal,2026-01-15 21:23:00,28.28,,
SEN039,02/03/2026,96.1,F,22.1,millimeters,39.0,Amritsar,2026-03-02 00:00:00,35.61,mm,22.1
SEN031,,72.5,Fahrenheit,-44.2,mm,60.0,Meerut,,22.5,mm,
SEN009,2026-01-24 10:56:11 UTC,83.5,Fahrenheit,-3.3,mm,46.0,Jalandhar,2026-01-24 16:26:11,28.61,mm,
SEN010,2026-04-14T14:57:27,80.6,f,-10.4,mm,50.0,Karnal,2026-04-14 14:57:27,27.0,mm,
SEN001,2026-05-13 12:12:38 IST,67.8,f,-29.8,mm,81.0,Agra,2026-05-13 12:12:38,19.89,mm,
SEN044,2026-08-10 07:55:57 UTC,21.3,c,42.5,millimeters,66.0,Hisar,2026-08-10 13:25:57,21.3,mm,42.5
SEN025,01/01/2026 00:38,27.8,C,45.3,mm,,Ferozepur,2026-01-01 00:38:00,27.8,mm,45.3
SEN037,2026-04-13 14:05:43 UTC,79.3,°F,45.5,mm,37.0,Agra,2026-04-13 19:35:43,26.28,mm,45.5
SEN041,2026-09-08 05:32:27 UTC,74.3,Fahrenheit,7.4,MM,35.0,Bathinda,2026-09-08 11:02:27,23.5,mm,7.4
SEN013,2026-06-15 20:56:05 IST,22.9,Celsius,-11.3,mm,53.0,Meerut,2026-06-15 20:56:05,22.9,mm,
SEN011,2026-04-09 07:57:31 UTC,63.1,°F,25.6,mm,78.0,Kurukshetra,2026-04-09 13:27:31,17.28,mm,25.6
SEN020,2026-04-06 17:39:52 UTC,24.7,c,36.9,mm,71.0,Ambala,2026-04-06 23:09:52,24.7,mm,36.9
SEN050,2026-09-07 15:06:11 UTC,100.4,°F,22.1,mm,,Moga,2026-09-07 20:36:11,38.0,mm,22.1
SEN027,2026-05-26 13:03:34 UTC,30.2,Celsius,20.7,MM,,Jalandhar,2026-05-26 18:33:34,30.2,mm,20.7
SEN020,2026-06-22 20:44:22 IST,72,°F,10.3,mm,67.0,Ambala,2026-06-22 20:44:22,22.22,mm,10.3
SEN017,2026-04-30 13:12:11 UTC,36.2,C,23.3,mm,36.0,Saharanpur,2026-04-30 18:42:11,36.2,mm,23.3
SEN013,,35.3,°C,-15.7,mm,61.0,Meerut,,35.3,mm,
UNKNOWN,2026-08-09 18:58:26 UTC,63.5,Fahrenheit,-4.6,mm,78.0,Unknown,2026-08-10 00:28:26,17.5,mm,
SEN029,01/07/2026 09:18,37.8,C,25.6,mm,62.0,Kurukshetra,2026-07-01 09:18:00,37.8,mm,25.6
SEN014,2026-09-06 00:15:34,77,Fahrenheit,18.7,millimeters,60.0,Moga,2026-09-06 00:15:34,25.0,mm,18.7
SEN009,2026-08-04 23:28:21,23.3,°C,47.3,millimeters,38.0,Jalandhar,2026-08-04 23:28:21,23.3,mm,47.3
SEN022,2026-07-05 09:21:20 IST,17.7,C,17.9,millimeters,32.0,Bareilly,2026-07-05 09:21:20,17.7,mm,17.9
SEN030,2026-04-19 16:55:04 IST,87.6,Fahrenheit,35.1,mm,32.0,Ludhiana,2026-04-19 16:55:04,30.89,mm,35.1
SEN028,03-26-2026 02:04 PM,22.5,C,37.8,MM,40.0,Karnal,2026-03-26 14:04:00,22.5,mm,37.8
SEN035,2026-05-22 15:14:27 IST,20.8°C,,0.39,inches,,Saharanpur,2026-05-22 15:14:27,20.8,in,9.906
UNKNOWN,2026-01-13 17:16:21 UTC,32.1,°C,22.5,millimeters,49.0,Unknown,2026-01-13 22:46:21,32.1,mm,22.5
SEN024,16-Jan-2026 17:08:36,37.7,°C,8.1,mm,80.0,Fatehabad,2026-01-16 17:08:36,37.7,mm,8.1
SEN048,2026-01-07 01:04:59 UTC,19,°C,25.4,MM,47.0,Ludhiana,2026-01-07 06:34:59,19.0,mm,25.4
SEN044,2026-01-04 11:59:36 IST,30.4,°C,39.2,MM,34.0,Hisar,2026-01-04 11:59:36,30.4,mm,39.2
SEN038,2026-04-26 01:51:09 UTC,38.9°C,,42.5,mm,63.0,Ambala,2026-04-26 07:21:09,38.9,mm,42.5
SEN017,,25.6°C,,24.8,mm,,Saharanpur,,25.6,mm,24.8
SEN042,2026-04-16 19:59:33 IST,59.2,f,16.3,MM,75.0,Fatehabad,2026-04-16 19:59:33,15.11,mm,16.3
SEN033,2026-08-04 00:05:46 UTC,86.5,Fahrenheit,12.5,mm,84.0,Muzaffarnagar,2026-08-04 05:35:46,30.28,mm,12.5
SEN003,2026-04-21 05:15:36 IST,39.8,°C,36.1,MM,85.0,Amritsar,2026-04-21 05:15:36,39.8,mm,36.1
SEN008,2026-04-06 14:04:41 IST,18.7,C,35.3,MM,94.0,Hisar,2026-04-06 14:04:41,18.7,mm,35.3
SEN039,2026-01-28 17:18:31 IST,33.9,Celsius,19.4,MM,40.0,Amritsar,2026-01-28 17:18:31,33.9,mm,19.4
SEN018,2026-03-24 04:37:45,16.7,°C,0.05,inch,55.0,Sirsa,2026-03-24 04:37:45,16.7,in,1.27
SEN014,2026-07-28T23:30:36,19.2,°C,4.6,mm,71.0,Moga,2026-07-28 23:30:36,19.2,mm,4.6
SEN003,2026-04-07 20:22:08 IST,15.2,c,0.91,inches,92.0,Amritsar,2026-04-07 20:22:08,15.2,in,23.114
SEN029,2026-08-19 18:31:15 UTC,85.3,F,18.7,mm,61.0,Kurukshetra,2026-08-20 00:01:15,29.61,mm,18.7
SEN041,2026-05-01 21:27:30 IST,34.4,Celsius,0.8,inch,42.0,Bathinda,2026-05-01 21:27:30,34.4,in,20.32
SEN036,2026-03-26 07:27:01 UTC,29.9,°C,-49.5,mm,65.0,Sirsa,2026-03-26 12:57:01,29.9,mm,
SEN002,2026-07-06 16:17:36 UTC,86.9,F,-24.3,mm,67.0,Ambala,2026-07-06 21:47:36,30.5,mm,
SEN002,,68.7,°F,0.99,inch,72.0,Ambala,,20.39,in,25.145999999999997
UNKNOWN,2026-05-12 08:05:10 UTC,100.8,f,2.3,millimeters,41.0,Unknown,2026-05-12 13:35:10,38.22,mm,2.3
SEN047,26/06/2026 16:44,59.5,°F,1.19,inch,85.0,Kurukshetra,2026-06-26 16:44:00,15.28,in,30.225999999999996
SEN009,2026-06-14 17:01:45 IST,38.8,c,34.8,MM,,Jalandhar,2026-06-14 17:01:45,38.8,mm,34.8
SEN021,2026-01-11 13:18:37 IST,24.8,Celsius,-29.1,mm,94.0,Amritsar,2026-01-11 13:18:37,24.8,mm,
SEN048,26/05/2026,17.9,Celsius,15.0,millimeters,36.0,Ludhiana,2026-05-26 00:00:00,17.9,mm,15.0
SEN013,2026-03-09 22:53:47 UTC,26.7°C,,3.7,millimeters,80.0,Meerut,2026-03-10 04:23:47,26.7,mm,3.7
SEN029,18-Mar-2026 21:37:00,63.9,f,12.6,mm,91.0,Kurukshetra,2026-03-18 21:37:00,17.72,mm,12.6
SEN037,2026-03-10 00:16:10 UTC,24.9,C,,,34.0,Agra,2026-03-10 05:46:10,24.9,,
SEN012,2026-03-09 09:58:24 IST,30.2,°C,10.6,mm,84.0,Ludhiana,2026-03-09 09:58:24,30.2,mm,10.6
SEN019,2026-05-13 11:08:03 IST,35.1,°C,-46.9,mm,36.0,Agra,2026-05-13 11:08:03,35.1,mm,
SEN018,2026-05-11 01:17:00 IST,16.7,c,-20.1,mm,44.0,Sirsa,2026-05-11 01:17:00,16.7,mm,
SEN037,2026-03-16 09:51:04 UTC,73.8,°F,0.71,in,41.0,Agra,2026-03-16 15:21:04,23.22,in,18.034
SEN027,05-09-2026 11:54 AM,32.5,c,8.0,MM,36.0,Jalandhar,2026-05-09 11:54:00,32.5,mm,8.0
SEN012,,28.3°C,,,,76.0,Ludhiana,,28.3,,
SEN015,2026-08-12 23:32:08 IST,23.3,c,8.0,mm,92.0,Muzaffarnagar,2026-08-12 23:32:08,23.3,mm,8.0
SEN017,2025-12-31 18:32:33 UTC,26.1,c,29.7,mm,40.0,Saharanpur,2026-01-01 00:02:33,26.1,mm,29.7
SEN005,,20.7,Celsius,0.34,inch,,Bathinda,,20.7,in,8.636000000000001
SEN024,05-05-2026 11:40 AM,29.5,°C,,,35.0,Fatehabad,2026-05-05 11:40:00,29.5,,
SEN041,2026-02-08 07:19:59 UTC,80.1,f,45.8,mm,42.0,Bathinda,2026-02-08 12:49:59,26.72,mm,45.8
SEN021,2026-05-05 11:18:21 UTC,16.5°C,,35.3,mm,95.0,Amritsar,2026-05-05 16:48:21,16.5,mm,35.3
SEN011,2026-03-16 00:07:33 IST,86.9,f,1.46,inches,50.0,Kurukshetra,2026-03-16 00:07:33,30.5,in,37.083999999999996
SEN046,2026-04-29 12:11:22 IST,72.9,°F,33.1,mm,37.0,Karnal,2026-04-29 12:11:22,22.72,mm,33.1
SEN016,2026-04-28 22:43:19,22.3,C,39.5,MM,84.0,Patiala,2026-04-28 22:43:19,22.3,mm,39.5
SEN036,2026-06-14 17:28:09 IST,29.9,°C,1.93,inch,60.0,Sirsa,2026-06-14 17:28:09,29.9,in,49.022
SEN032,2026-01-16 17:51:12 IST,28.2,c,16.7,mm,64.0,Moga,2026-01-16 17:51:12,28.2,mm,16.7
SEN029,2026-05-20 02:15:03 UTC,63.5,Fahrenheit,29.7,MM,45.0,Kurukshetra,2026-05-20 07:45:03,17.5,mm,29.7
SEN038,2026-05-05 15:19:38 UTC,19,C,43.3,millimeters,70.0,Ambala,2026-05-05 20:49:38,19.0,mm,43.3
SEN033,2026-01-31 05:49:44 UTC,96.3,F,39.4,MM,69.0,Muzaffarnagar,2026-01-31 11:19:44,35.72,mm,39.4
SEN038,2026-09-09T20:42:34,19.8°C,,44.3,mm,30.0,Ambala,2026-09-09 20:42:34,19.8,mm,44.3
SEN030,2026-03-17 08:43:51 IST,68.2,Fahrenheit,49.4,millimeters,79.0,Ludhiana,2026-03-17 08:43:51,20.11,mm,49.4
SEN047,2026-06-27 17:12:50 UTC,34.8,c,16.6,MM,51.0,Kurukshetra,2026-06-27 22:42:50,34.8,mm,16.6
SEN012,2026-08-04 18:16:48 UTC,31.0°C,,1.57,inches,43.0,Ludhiana,2026-08-04 23:46:48,31.0,in,39.878
SEN050,2026-04-29 08:19:48 UTC,33.1°C,,1.55,in,51.0,Moga,2026-04-29 13:49:48,33.1,in,39.37
SEN004,2026-04-10 04:13:01 IST,18.6,°C,0.1,inches,92.0,Bareilly,2026-04-10 04:13:01,18.6,in,2.54
SEN033,2026-01-17 10:09:21 UTC,16.7,°C,6.3,mm,62.0,Muzaffarnagar,2026-01-17 15:39:21,16.7,mm,6.3
SEN046,2026-01-13 20:52:07 UTC,27.3°C,,31.0,mm,48.0,Karnal,2026-01-14 02:22:07,27.3,mm,31.0
SEN031,,28.1,Celsius,1.47,inches,56.0,Meerut,,28.1,in,37.337999999999994
SEN002,2026-04-13 18:08:05 IST,85.5,°F,0.34,in,72.0,Ambala,2026-04-13 18:08:05,29.72,in,8.636000000000001
SEN019,2026-08-11 17:16:59 IST,97.9,f,38.3,MM,64.0,Agra,2026-08-11 17:16:59,36.61,mm,38.3
SEN006,22-May-2026 14:07:58,25.3,c,0.06,inches,88.0,Fatehabad,2026-05-22 14:07:58,25.3,in,1.5239999999999998
SEN017,,27.4,c,14.1,millimeters,30.0,Saharanpur,,27.4,mm,14.1
SEN011,2026-01-29 12:45:29 IST,94.1,°F,17.3,MM,30.0,Kurukshetra,2026-01-29 12:45:29,34.5,mm,17.3
SEN026,2026-09-04 21:13:53 IST,86.9,°F,19.6,MM,49.0,Hisar,2026-09-04 21:13:53,30.5,mm,19.6
SEN040,27/03/2026 10:39,21.4,c,7.0,MM,92.0,Bareilly,2026-03-27 10:39:00,21.4,mm,7.0
SEN050,2026-05-11 13:42:03 IST,79.5,Fahrenheit,8.9,millimeters,56.0,Moga,2026-05-11 13:42:03,26.39,mm,8.9
SEN014,2026-08-08 06:18:12 IST,73.9,f,6.0,millimeters,80.0,Moga,2026-08-08 06:18:12,23.28,mm,6.0
SEN008,2026-02-02 10:18:22 IST,37,°C,30.4,MM,94.0,Hisar,2026-02-02 10:18:22,37.0,mm,30.4
SEN018,01/03/2026,63.7,°F,32.8,mm,65.0,Sirsa,2026-03-01 00:00:00,17.61,mm,32.8
SEN045,2026-07-08 23:57:25 UTC,39.8,°C,14.5,millimeters,42.0,Jalandhar,2026-07-09 05:27:25,39.8,mm,14.5
SEN048,2026-06-13 16:52:53 IST,96.1,f,44.7,mm,93.0,Ludhiana,2026-06-13 16:52:53,35.61,mm,44.7
SEN004,2026-06-23 06:58:25 IST,23.7,C,14.0,MM,34.0,Bareilly,2026-06-23 06:58:25,23.7,mm,14.0
SEN027,2026-08-24 20:04:36 IST,37,c,12.5,mm,75.0,Jalandhar,2026-08-24 20:04:36,37.0,mm,12.5
SEN043,2026-07-14 07:52:52 UTC,75.6,Fahrenheit,13.5,mm,60.0,Ferozepur,2026-07-14 13:22:52,24.22,mm,13.5
SEN040,2026-01-22 00:47:20 IST,98.8,f,1.86,inches,40.0,Bareilly,2026-01-22 00:47:20,37.11,in,47.244
SEN014,,80.4,Fahrenheit,1.87,in,34.0,Moga,,26.89,in,47.498
UNKNOWN,2026-01-08 20:51:41 IST,37.0°C,,0.25,inches,39.0,Unknown,2026-01-08 20:51:41,37.0,in,6.35
SEN022,2026-07-27 19:20:54 IST,94.8,F,25.9,MM,56.0,Bareilly,2026-07-27 19:20:54,34.89,mm,25.9
SEN044,,39.3,Celsius,37.9,millimeters,49.0,Hisar,,39.3,mm,37.9
SEN012,2026-02-14 01:44:33 IST,65.1,F,44.1,MM,42.0,Ludhiana,2026-02-14 01:44:33,18.39,mm,44.1
SEN021,,31.7°C,,18.7,millimeters,48.0,Amritsar,,31.7,mm,18.7
SEN022,2026-02-03 11:43:17 IST,102.2,f,,,53.0,Bareilly,2026-02-03 11:43:17,39.0,,
SEN016,2026-03-12 03:16:30 UTC,96.6,Fahrenheit,1.19,inch,36.0,Patiala,2026-03-12 08:46:30,35.89,in,30.225999999999996
SEN003,2026-01-03 06:39:26 IST,28.8,°C,17.9,MM,63.0,Amritsar,2026-01-03 06:39:26,28.8,mm,17.9
SEN014,2026-03-21 08:02:40 UTC,81.9,F,,,38.0,Moga,2026-03-21 13:32:40,27.72,,
SEN040,,26.9,c,1.81,inch,50.0,Bareilly,,26.9,in,45.974
SEN012,2026-01-20 16:10:47 UTC,20.5,C,40.6,mm,57.0,Ludhiana,2026-01-20 21:40:47,20.5,mm,40.6
UNKNOWN,2026-04-08 22:32:44 UTC,39.3,c,4.8,MM,,Unknown,2026-04-09 04:02:44,39.3,mm,4.8
SEN007,2026-08-23 16:02:44 IST,63.3,°F,44.0,mm,30.0,Ferozepur,2026-08-23 16:02:44,17.39,mm,44.0
SEN012,2026-08-04 05:27:04 UTC,27.1,Celsius,19.1,millimeters,71.0,Ludhiana,2026-08-04 10:57:04,27.1,mm,19.1
SEN047,2026-03-15 22:05:19 UTC,92.3,Fahrenheit,29.3,MM,63.0,Kurukshetra,2026-03-16 03:35:19,33.5,mm,29.3
SEN028,2026-04-13 00:31:55 UTC,16.7,°C,0.8,inches,95.0,Karnal,2026-04-13 06:01:55,16.7,in,20.32
SEN047,2026-08-18 20:49:10 IST,34.1,c,16.6,mm,65.0,Kurukshetra,2026-08-18 20:49:10,34.1,mm,16.6
SEN012,08-20-2026 07:13 PM,85.8,f,28.5,mm,34.0,Ludhiana,2026-08-20 19:13:00,29.89,mm,28.5
SEN020,2026-01-02 13:57:37,29.0°C,,0.5,mm,77.0,Ambala,2026-01-02 13:57:37,29.0,mm,0.5
SEN040,2026-06-28 19:12:28 UTC,24.2,c,,,49.0,Bareilly,2026-06-29 00:42:28,24.2,,
SEN005,04-07-2026 08:36 PM,68,Fahrenheit,1.9,inches,,Bathinda,2026-04-07 20:36:00,20.0,in,48.26
SEN021,2026-01-21 18:24:07 IST,18.1,C,15.2,millimeters,81.0,Amritsar,2026-01-21 18:24:07,18.1,mm,15.2
UNKNOWN,2026-08-13 15:50:00 IST,25.4,C,-2.3,mm,,Unknown,2026-08-13 15:50:00,25.4,mm,
UNKNOWN,2026-02-22 01:58:30 IST,95.4,°F,1.61,inches,85.0,Unknown,2026-02-22 01:58:30,35.22,in,40.894
SEN044,2026-04-22 22:00:21 UTC,25.2,c,-2.9,mm,50.0,Hisar,2026-04-23 03:30:21,25.2,mm,
SEN031,2026-07-05 09:15:18 IST,15.3,C,0.46,in,84.0,Meerut,2026-07-05 09:15:18,15.3,in,11.684
SEN046,2026-03-05 17:17:43 UTC,82,°F,4.3,millimeters,45.0,Karnal,2026-03-05 22:47:43,27.78,mm,4.3
UNKNOWN,2026-04-25 13:49:09 IST,101.5,F,14.9,mm,55.0,Unknown,2026-04-25 13:49:09,38.61,mm,14.9
UNKNOWN,2026-04-17 13:10:59 UTC,61.2,Fahrenheit,8.5,MM,91.0,Unknown,2026-04-17 18:40:59,16.22,mm,8.5
SEN030,2026-05-10 20:17:08 UTC,102.2,Fahrenheit,48.1,millimeters,72.0,Ludhiana,2026-05-11 01:47:08,39.0,mm,48.1
SEN013,,91.9,f,,,53.0,Meerut,,33.28,,
SEN005,2026-05-15 22:51:58 UTC,27.2,C,21.2,mm,56.0,Bathinda,2026-05-16 04:21:58,27.2,mm,21.2
SEN001,2026-06-18 17:11:40,25.2°C,,15.4,mm,89.0,Agra,2026-06-18 17:11:40,25.2,mm,15.4
SEN042,2026-07-10 05:19:52 UTC,71.4,Fahrenheit,-43.6,mm,67.0,Fatehabad,2026-07-10 10:49:52,21.89,mm,
SEN036,2026-02-10 19:01:41 IST,23.2,Celsius,1.07,inch,67.0,Sirsa,2026-02-10 19:01:41,23.2,in,27.178
SEN036,2026-07-02 06:17:08 UTC,18.2°C,,24.5,mm,39.0,Sirsa,2026-07-02 11:47:08,18.2,mm,24.5
SEN039,04-08-2026 05:06 PM,19.5,c,3.7,millimeters,75.0,Amritsar,2026-04-08 17:06:00,19.5,mm,3.7
SEN046,22/02/2026 10:50,67.6,Fahrenheit,,,60.0,Karnal,2026-02-22 10:50:00,19.78,,
SEN008,2026-01-20 02:59:21 UTC,33.5,°C,15.1,mm,50.0,Hisar,2026-01-20 08:29:21,33.5,mm,15.1
SEN008,2026-07-13 01:39:07 UTC,79,°F,0.09,inch,58.0,Hisar,2026-07-13 07:09:07,26.11,in,2.2859999999999996
SEN017,2026-02-13 13:56:12 UTC,37.4,°C,0.28,inch,67.0,Saharanpur,2026-02-13 19:26:12,37.4,in,7.112
SEN038,2026-05-13 06:48:57 IST,17.1,C,7.1,mm,39.0,Ambala,2026-05-13 06:48:57,17.1,mm,7.1
SEN029,2026-08-08 19:15:31 IST,15.6°C,,12.0,mm,86.0,Kurukshetra,2026-08-08 19:15:31,15.6,mm,12.0
SEN030,2026-09-02 22:46:22 IST,82.9,Fahrenheit,0.9,inches,38.0,Ludhiana,2026-09-02 22:46:22,28.28,in,22.86
SEN018,2026-01-01 00:12:41 IST,20.5°C,,,,34.0,Sirsa,2026-01-01 00:12:41,20.5,,
SEN040,2026-02-11 23:20:14 IST,98.6,f,28.5,millimeters,69.0,Bareilly,2026-02-11 23:20:14,37.0,mm,28.5
SEN012,2026-07-23 11:29:46 UTC,74.5,f,41.5,millimeters,43.0,Ludhiana,2026-07-23 16:59:46,23.61,mm,41.5
SEN015,2026-02-12 00:45:30 UTC,89.8,°F,-16.5,mm,88.0,Muzaffarnagar,2026-02-12 06:15:30,32.11,mm,
SEN049,2026-04-22 23:13:46 IST,90.5,°F,5.9,millimeters,42.0,Meerut,2026-04-22 23:13:46,32.5,mm,5.9
UNKNOWN,2026-04-18 03:55:37 IST,28.2,°C,0.13,in,,Unknown,2026-04-18 03:55:37,28.2,in,3.302
SEN032,2026-07-07 15:27:20 UTC,87.3,°F,1.53,inches,84.0,Moga,2026-07-07 20:57:20,30.72,in,38.862
SEN022,2026-05-15 07:14:24 IST,73,F,46.1,mm,82.0,Bareilly,2026-05-15 07:14:24,22.78,mm,46.1
SEN018,2026-02-13 05:30:00 UTC,26.7,Celsius,21.5,millimeters,61.0,Sirsa,2026-02-13 11:00:00,26.7,mm,21.5
SEN032,2026-08-30 02:20:41 IST,68.7,F,1.56,in,65.0,Moga,2026-08-30 02:20:41,20.39,in,39.624
SEN029,2026-09-06 22:24:47 IST,37.3,c,1.6,millimeters,71.0,Kurukshetra,2026-09-06 22:24:47,37.3,mm,1.6
SEN023,,30.4,C,15.3,MM,48.0,Bathinda,,30.4,mm,15.3
SEN002,2026-02-15 01:40:25 IST,17.7,C,0.89,in,39.0,Ambala,2026-02-15 01:40:25,17.7,in,22.605999999999998
SEN008,06-23-2026 03:39 AM,32.2,°C,1.5,millimeters,81.0,Hisar,2026-06-23 03:39:00,32.2,mm,1.5
UNKNOWN,20/07/2026 09:56,27,c,22.4,MM,,Unknown,2026-07-20 09:56:00,27.0,mm,22.4
SEN031,2026-02-25 08:47:18 IST,102,°F,1.2,millimeters,85.0,Meerut,2026-02-25 08:47:18,38.89,mm,1.2
SEN002,2026-08-06 21:25:06 UTC,84,f,0.2,inch,72.0,Ambala,2026-08-07 02:55:06,28.89,in,5.08
SEN038,2026-04-19 18:34:47 IST,22,Celsius,23.7,MM,72.0,Ambala,2026-04-19 18:34:47,22.0,mm,23.7
SEN043,2026-07-11 02:34:19 UTC,15.5,Celsius,24.3,mm,57.0,Ferozepur,2026-07-11 08:04:19,15.5,mm,24.3
SEN047,2026-02-17 13:33:53 IST,33.5,°C,28.4,millimeters,77.0,Kurukshetra,2026-02-17 13:33:53,33.5,mm,28.4
SEN011,2026-09-01 21:15:42 IST,63.9,f,28.7,millimeters,47.0,Kurukshetra,2026-09-01 21:15:42,17.72,mm,28.7
SEN021,2026-01-24 17:56:04 UTC,61.7,Fahrenheit,1.47,inch,46.0,Amritsar,2026-01-24 23:26:04,16.5,in,37.337999999999994
SEN002,,90.9,Fahrenheit,11.4,millimeters,85.0,Ambala,,32.72,mm,11.4
SEN035,,102.9,F,26.0,mm,84.0,Saharanpur,,39.39,mm,26.0
SEN013,2026-06-27 01:28:12 UTC,36,C,1.77,in,,Meerut,2026-06-27 06:58:12,36.0,in,44.958
SEN028,2026-06-15 22:18:33 UTC,87.6,Fahrenheit,0.02,in,44.0,Karnal,2026-06-16 03:48:33,30.89,in,0.508
SEN013,2026-02-28 05:58:27,34.9°C,,4.2,MM,83.0,Meerut,2026-02-28 05:58:27,34.9,mm,4.2
SEN008,2026-05-29 07:11:34 IST,74.3,F,2.6,millimeters,85.0,Hisar,2026-05-29 07:11:34,23.5,mm,2.6
SEN006,2026-02-14 12:52:02 IST,32.3,°C,22.3,mm,57.0,Fatehabad,2026-02-14 12:52:02,32.3,mm,22.3
SEN025,2026-07-23 00:02:46,64.2,f,3.7,millimeters,76.0,Ferozepur,2026-07-23 00:02:46,17.89,mm,3.7
SEN019,2026-01-02 01:41:19 UTC,38.8,C,20.3,mm,45.0,Agra,2026-01-02 07:11:19,38.8,mm,20.3
SEN003,2026-05-08 04:08:53 UTC,85.5,Fahrenheit,-40.4,mm,48.0,Amritsar,2026-05-08 09:38:53,29.72,mm,
SEN028,2026-01-13 13:52:35 IST,71.1,Fahrenheit,26.5,mm,50.0,Karnal,2026-01-13 13:52:35,21.72,mm,26.5
SEN004,2026-01-26 12:25:05 IST,32.7,c,1.79,inches,95.0,Bareilly,2026-01-26 12:25:05,32.7,in,45.466
SEN009,,36.8,°C,31.3,mm,87.0,Jalandhar,,36.8,mm,31.3
SEN011,2026-08-15 16:50:03 UTC,59.2,F,7.2,MM,88.0,Kurukshetra,2026-08-15 22:20:03,15.11,mm,7.2
SEN042,2026-05-07 05:55:32 UTC,24.9°C,,10.3,millimeters,61.0,Fatehabad,2026-05-07 11:25:32,24.9,mm,10.3
SEN027,2026-08-30 09:48:58,85.8,f,1.28,in,74.0,Jalandhar,2026-08-30 09:48:58,29.89,in,32.512
SEN018,2026-03-29 16:31:50 UTC,31.2,°C,39.5,MM,93.0,Sirsa,2026-03-29 22:01:50,31.2,mm,39.5
SEN006,,64.8,F,35.8,MM,75.0,Fatehabad,,18.22,mm,35.8
SEN005,2026-06-07 13:05:51 UTC,84,°F,7.6,mm,35.0,Bathinda,2026-06-07 18:35:51,28.89,mm,7.6
SEN047,2026-02-03 20:39:33 IST,37.8,Celsius,3.0,mm,67.0,Kurukshetra,2026-02-03 20:39:33,37.8,mm,3.0
SEN024,2026-06-30 16:04:30,76.8,°F,0.72,in,69.0,Fatehabad,2026-06-30 16:04:30,24.89,in,18.287999999999997
SEN043,2026-08-15 09:29:28 UTC,82.4,Fahrenheit,-9.6,mm,,Ferozepur,2026-08-15 14:59:28,28.0,mm,
SEN042,18-Apr-2026 14:35:22,88.3,f,13.4,millimeters,41.0,Fatehabad,2026-04-18 14:35:22,31.28,mm,13.4
SEN027,2026-04-12 12:01:25 IST,17.8,C,18.8,millimeters,72.0,Jalandhar,2026-04-12 12:01:25,17.8,mm,18.8
