arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,unit_standardized,arrival_quantity_qtl
ARR0000911,2026-01-11,MANDI035,Mustard,PBW-343,41633.0,KGS,78.0,kgs,416.33
ARR0003969,2026-03-16,MANDI013,Cotton,,26.794999999999998,tonnes,29.0,tonnes,267.95
ARR0021381,2026-08-26,MANDI035,Cotton,Premium,6031.0,kg,105.0,kg,60.31
ARR0022974,2026-07-03,MANDI031,Wheat,Pusa-1121,400.62,Q,32.0,q,400.62
ARR0010166,2026-01-20,MANDI010,Sugarcane,,9566.0,kg,102.0,kg,95.66
ARR0000337,2026-09-09,MANDI015,Cotton,Hybrid,21.0,Q,,q,21.0
ARR0022975,2026-02-09,MANDI048,Maize,,"39,924.0 KG",,33.0,kg,399.24
ARR0024385,2026-07-25,MANDI003,Sugarcane,Local,31.76,tonnes,115.0,tonnes,317.6
ARR0021485,2026-05-22,MANDI047,Maize,Local,46310.0,Kilo,,kilo,463.1
ARR0002986,2026-02-12,MANDI022,Wheat,HD-2967,65.64 qtl,,,qtl,65.64
ARR0010879,2026-01-31,MANDI056,Cotton,,336.23,quintal,,quintal,336.23
ARR0015917,2026-01-03,MANDI053,Cotton,,20311.0,Kilo,61.0,kilo,203.11
ARR0011670,2026-07-15,MANDI008,Rice,PBW-343,135.0,qtl,,qtl,135.0
ARR0019943,2026-06-16,MANDI008,Wheat,Local,"43,971.0 KG",,,kg,439.71000000000004
ARR0013908,2026-06-17,MANDI048,Rice,HD-2967,126.04,quintal,14.0,quintal,126.04
ARR0011002,2026-03-27,MANDI039,Cotton,Premium,"26,497.000000000004 KG",,149.0,kg,264.97
ARR0004821,2026-07-05,MANDI029,Cotton,Local,347.92,Q,85.0,q,347.92
ARR0019801,2026-08-03,MANDI009,Rice,Premium,24152.0,KGS,,kgs,241.52
ARR0016692,2026-07-03,MANDI051,Maize,Hybrid,62.41,quintal,51.0,quintal,62.41
ARR0012101,2026-01-11,MANDI032,Wheat,Premium,45848.0,Kilo,97.0,kilo,458.48
ARR0016733,2026-02-01,MANDI029,Rice,Premium,30.729000000000003,tonnes,39.0,tonnes,307.29
ARR0024173,2026-04-25,MANDI018,Wheat,Premium,19.391,T,13.0,t,193.90999999999997
ARR0007244,2026-02-20,MANDI019,Sugarcane,PBW-343,470.68,qtl,143.0,qtl,470.68
ARR0014080,2026-02-26,MANDI018,Maize,Pusa-1121,44.316,tonnes,91.0,tonnes,443.16
ARR0011875,2026-07-15,MANDI013,Sugarcane,Pusa-1121,39.53,MT,106.0,mt,395.3
ARR0014521,2026-02-15,MANDI012,Mustard,PBW-343,21.73,quintal,,quintal,21.73
ARR0008264,2026-08-01,MANDI010,Wheat,Pusa-1121,1331.0,kg,32.0,kg,13.31
ARR0018679,2026-02-21,MANDI026,Mustard,PBW-343,47.87,tonnes,16.0,tonnes,478.7
ARR0006856,2026-01-20,MANDI012,Sugarcane,HD-2967,"30,910.000000000004 KG",,5.0,kg,309.1
ARR0008598,2026-07-22,MANDI008,Maize,Premium,488.48,Q,70.0,q,488.48
ARR0021838,2026-01-20,MANDI003,Wheat,Premium,181.34,Quintals,51.0,quintals,181.34
ARR0023292,2026-02-10,MANDI019,Mustard,Local,284.56,Qtl,85.0,qtl,284.56
ARR0006902,2026-07-16,MANDI048,Sugarcane,Local,46.011,MT,25.0,mt,460.11
ARR0018051,2026-05-30,MANDI035,Mustard,Pusa-1121,24673.0,Kgs,26.0,kgs,246.73000000000002
ARR0009950,2026-04-09,MANDI032,Cotton,Hybrid,18952.0,Kilo,42.0,kilo,189.52
ARR0016437,2026-08-13,MANDI041,Mustard,HD-2967,5627.0,KGS,123.0,kgs,56.27
ARR0001446,2026-08-30,MANDI014,Maize,Premium,22.698,T,32.0,t,226.98000000000002
ARR0020896,2026-02-06,MANDI024,Rice,Premium,451.78,Qtl,30.0,qtl,451.78
ARR0014822,2026-04-29,MANDI011,Mustard,Pusa-1121,203.8,Quintals,66.0,quintals,203.8
ARR0021280,2026-03-03,MANDI046,Maize,PBW-343,44.632999999999996,tonnes,77.0,tonnes,446.3299999999999
ARR0001696,2026-01-08,MANDI015,Sugarcane,PBW-343,9778.0,Kgs,53.0,kgs,97.78
ARR0011085,2026-06-03,MANDI023,Cotton,Hybrid,47560.0,Kilo,13.0,kilo,475.6
ARR0016153,2026-08-06,MANDI027,Cotton,Hybrid,139.0,qtl,140.0,qtl,139.0
ARR0013384,2026-05-12,MANDI012,Mustard,,185.99,Qtl,9.0,qtl,185.99
ARR0017959,2026-08-31,MANDI035,Cotton,,488.53,qtl,,qtl,488.53
ARR0001631,2026-04-29,MANDI002,Wheat,,"20,381.0 KG",,120.0,kg,203.81
ARR0000270,2026-01-03,MANDI012,Mustard,HD-2967,483.58 qtl,,,qtl,483.58
ARR0001882,2026-06-02,MANDI005,Rice,Local,-233.25,KG,120.0,kg,
ARR0014524,2026-08-10,MANDI007,Maize,PBW-343,7.859999999999999,T,83.0,t,78.6
ARR0013901,2026-02-26,MANDI012,Cotton,Premium,-93.33,Qtl,136.0,qtl,
ARR0005075,2026-06-11,MANDI013,Cotton,Pusa-1121,232.73,Q,27.0,q,232.73
ARR0005510,2026-08-28,MANDI042,Rice,PBW-343,31.962,tonnes,100.0,tonnes,319.62
ARR0024225,2026-05-17,MANDI048,Cotton,,"31,391.000000000004 KG",,,kg,313.91
ARR0021248,2026-03-07,MANDI057,Rice,Premium,30.6 qtl,,,qtl,30.6
ARR0021760,2026-12-04,MANDI020,Maize,Premium,48507.0,Kilo,107.0,kilo,485.07
ARR0002536,2026-07-28,MANDI019,Maize,HD-2967,357.9,qtl,,qtl,357.9
ARR0011070,2026-04-17,MANDI027,Rice,HD-2967,440.3,Quintals,125.0,quintals,440.3
ARR0024013,2026-09-07,MANDI048,Wheat,HD-2967,48.077999999999996,T,132.0,t,480.78
ARR0014681,2026-01-09,MANDI052,Sugarcane,Pusa-1121,178.56,Quintals,,quintals,178.56
ARR0000187,2026-08-19,MANDI022,Wheat,Pusa-1121,63.59,Quintals,89.0,quintals,63.59
ARR0011972,2026-02-13,MANDI015,Cotton,HD-2967,204.1,Qtl,77.0,qtl,204.1
ARR0005559,2026-09-03,MANDI046,Wheat,PBW-343,171.33,qtl,87.0,qtl,171.33
ARR0024788,2026-07-03,MANDI005,Maize,,109.68 qtl,,149.0,qtl,109.68
ARR0022644,2026-02-15,MANDI041,Cotton,Premium,"11,092.0 KG",,89.0,kg,110.92
ARR0006588,2026-05-10,MANDI032,Maize,Pusa-1121,236.66,Q,,q,236.66
ARR0017619,2026-03-07,MANDI024,Rice,HD-2967,45.29,MT,53.0,mt,452.9
ARR0021580,2026-01-08,MANDI018,Cotton,PBW-343,489.8,quintal,85.0,quintal,489.8
ARR0003916,2026-04-15,MANDI014,Maize,HD-2967,42.71,Tonnes,47.0,tonnes,427.1
ARR0000447,2026-08-30,MANDI042,Sugarcane,PBW-343,6016.0,Kilo,23.0,kilo,60.160000000000004
ARR0024242,2026-07-12,MANDI015,Cotton,,45108.0,KG,72.0,kg,451.08
ARR0014032,2026-06-10,MANDI053,Maize,HD-2967,20004.0,kg,,kg,200.04
ARR0017229,2026-04-18,MANDI017,Sugarcane,HD-2967,17.86,MT,,mt,178.6
ARR0007125,2026-03-17,MANDI004,Mustard,HD-2967,195.59,quintal,,quintal,195.59
ARR0020520,2026-08-15,MANDI031,Cotton,Pusa-1121,44.611000000000004,tonnes,5.0,tonnes,446.11
ARR0002441,2026-01-21,MANDI045,Wheat,Local,361.74,Qtl,34.0,qtl,361.74
ARR0003104,2026-04-30,MANDI033,Rice,Premium,136.02,Q,131.0,q,136.02
ARR0011089,2026-01-27,MANDI021,Wheat,Premium,45949.0,Kgs,114.0,kgs,459.49
ARR0007693,2026-04-09,MANDI013,Sugarcane,HD-2967,-292.23,Qtl,142.0,qtl,
ARR0006095,2026-08-12,MANDI054,Maize,Local,217.45 qtl,,52.0,qtl,217.45
ARR0009487,2026-02-04,MANDI055,Wheat,,109.43,Q,8.0,q,109.43
ARR0018538,2026-07-20,MANDI050,Maize,Hybrid,2737.0,Kgs,48.0,kgs,27.37
ARR0023116,2026-06-06,MANDI005,Rice,,152.32,Qtl,97.0,qtl,152.32
ARR0013224,2026-05-04,MANDI042,Mustard,Pusa-1121,12.59 qtl,,83.0,qtl,12.59
ARR0016914,2026-04-14,MANDI041,Mustard,Hybrid,368.13 qtl,,86.0,qtl,368.13
ARR0000688,2026-08-01,MANDI048,Rice,PBW-343,35965.0,KGS,,kgs,359.65000000000003
ARR0005209,2026-01-27,MANDI050,Cotton,HD-2967,80.26,qtl,103.0,qtl,80.26
ARR0017161,2026-03-26,MANDI002,Wheat,Hybrid,285.53 qtl,,,qtl,285.53
ARR0008418,2026-02-16,MANDI019,Sugarcane,Pusa-1121,24655.0,Kilo,48.0,kilo,246.55
ARR0010346,2026-08-12,MANDI016,Sugarcane,,23982.0,KGS,55.0,kgs,239.82
ARR0004921,2026-02-01,MANDI007,Mustard,Hybrid,30.012,tonnes,26.0,tonnes,300.12
ARR0024056,2026-07-24,MANDI013,Cotton,Pusa-1121,161.32,Quintals,26.0,quintals,161.32
ARR0021685,2026-08-02,MANDI049,Maize,Pusa-1121,4.068,T,25.0,t,40.67999999999999
ARR0019601,2026-03-30,MANDI031,Rice,Local,38824.0,KGS,76.0,kgs,388.24
ARR0005463,2026-03-15,MANDI053,Maize,HD-2967,17885.0,Kilo,27.0,kilo,178.85
ARR0013758,2026-05-06,MANDI045,Cotton,Local,17679.0,Kilo,130.0,kilo,176.79
ARR0022844,2026-07-15,MANDI017,Mustard,,130.91,Qtl,121.0,qtl,130.91
ARR0019568,2026-07-17,MANDI040,Rice,Hybrid,61.42,quintal,30.0,quintal,61.42
ARR0019584,2026-03-31,MANDI055,Sugarcane,,96.92,qtl,119.0,qtl,96.92
ARR0023566,2026-06-15,MANDI015,Sugarcane,HD-2967,18558.0,KG,38.0,kg,185.58
ARR0001290,2026-04-24,MANDI037,Wheat,Premium,3690.9999999999995,kg,24.0,kg,36.91
ARR0012774,2026-08-02,MANDI044,Rice,PBW-343,43088.0,kg,138.0,kg,430.88
ARR0023942,2026-06-27,MANDI055,Maize,Pusa-1121,48646.0,Kilo,122.0,kilo,486.46000000000004
ARR0010693,2026-08-21,MANDI044,Wheat,Hybrid,47.745999999999995,tonnes,100.0,tonnes,477.4599999999999
ARR0010336,2026-03-20,MANDI012,Wheat,Pusa-1121,144.88,quintal,24.0,quintal,144.88
ARR0022267,2026-05-22,MANDI057,Cotton,Pusa-1121,141.89,qtl,97.0,qtl,141.89
ARR0024535,2026-07-09,MANDI033,Cotton,,30.33,qtl,139.0,qtl,30.33
ARR0011906,2026-06-01,MANDI046,Wheat,Hybrid,105.13,Q,133.0,q,105.13
ARR0015831,2026-03-20,MANDI028,Mustard,HD-2967,193.77,qtl,74.0,qtl,193.77
ARR0015736,2026-03-06,MANDI008,Wheat,HD-2967,39263.0,Kilo,39.0,kilo,392.63
ARR0012159,2026-08-26,MANDI052,Cotton,Pusa-1121,11.533,T,93.0,t,115.33
ARR0018264,2026-01-03,MANDI013,Wheat,,15.018,tonnes,,tonnes,150.18
ARR0018815,2026-06-29,MANDI051,Cotton,Pusa-1121,39419.0,KGS,35.0,kgs,394.19
ARR0012454,2026-08-07,MANDI015,Sugarcane,HD-2967,14781.0,Kgs,28.0,kgs,147.81
ARR0006080,2026-08-14,MANDI006,Rice,Premium,6126.0,KGS,63.0,kgs,61.26
ARR0005458,2026-03-19,MANDI003,Maize,Hybrid,46816.0,KGS,125.0,kgs,468.16
ARR0021759,2026-01-07,MANDI016,Mustard,PBW-343,255.96,quintal,50.0,quintal,255.96
ARR0011350,2026-05-28,MANDI023,Maize,,46.19,Qtl,82.0,qtl,46.19
ARR0012058,2026-04-10,MANDI045,Mustard,Premium,207.02 qtl,,142.0,qtl,207.02
ARR0018533,2026-01-01,MANDI027,Cotton,Pusa-1121,12.773,T,57.0,t,127.72999999999999
ARR0004132,2026-07-09,MANDI022,Mustard,Local,6015.0,Kilo,90.0,kilo,60.15
ARR0016352,2026-04-09,MANDI035,Maize,Local,191.51,qtl,17.0,qtl,191.51
ARR0017421,2026-04-26,MANDI048,Maize,PBW-343,292.92 qtl,,110.0,qtl,292.92
ARR0015409,2026-01-30,MANDI057,Cotton,Hybrid,"22,174.0 KG",,31.0,kg,221.74
ARR0021178,2026-03-19,MANDI017,Wheat,PBW-343,"31,102.999999999996 KG",,,kg,311.03
ARR0004135,2026-05-17,MANDI030,Rice,Premium,63.14,Q,46.0,q,63.14
ARR0017034,2026-04-14,MANDI044,Sugarcane,Hybrid,424.62,quintal,,quintal,424.62
ARR0009276,2026-08-19,MANDI007,Cotton,HD-2967,277.66,Q,68.0,q,277.66
ARR0000862,2026-05-16,MANDI022,Maize,Pusa-1121,355.87,Qtl,66.0,qtl,355.87
ARR0013405,2026-07-01,MANDI054,Mustard,,33.652,tonnes,77.0,tonnes,336.52
ARR0016576,2026-01-20,MANDI023,Mustard,Pusa-1121,9302.0,KGS,145.0,kgs,93.02
ARR0001943,2026-01-03,MANDI025,Cotton,,47647.0,Kgs,40.0,kgs,476.47
ARR0010296,2026-08-07,MANDI033,Wheat,,166.35,Q,73.0,q,166.35
ARR0004332,2026-07-11,MANDI049,Cotton,,-155.92,KG,82.0,kg,
ARR0014120,2026-07-25,MANDI055,Cotton,PBW-343,21051.0,KGS,33.0,kgs,210.51
ARR0003971,2026-04-17,MANDI010,Mustard,,24921.0,KG,97.0,kg,249.21
ARR0022335,2026-03-29,MANDI001,Sugarcane,HD-2967,268.19,qtl,,qtl,268.19
ARR0012852,2026-04-13,MANDI019,Mustard,Hybrid,-101.26,Qtl,101.0,qtl,
ARR0013194,2026-04-07,MANDI036,Sugarcane,Local,20344.0,KGS,,kgs,203.44
ARR0004146,2026-07-16,MANDI038,Rice,,36960.0,Kgs,125.0,kgs,369.6
ARR0023466,2026-03-03,MANDI057,Sugarcane,Pusa-1121,157.52,Q,41.0,q,157.52
ARR0019002,2026-06-01,MANDI007,Sugarcane,PBW-343,25110.0,KGS,,kgs,251.1
ARR0002412,2026-01-22,MANDI027,Rice,HD-2967,494.29,Q,47.0,q,494.29
ARR0017479,2026-07-31,MANDI012,Sugarcane,HD-2967,11081.0,KGS,116.0,kgs,110.81
ARR0015458,2026-02-05,MANDI029,Mustard,Hybrid,423.52,qtl,27.0,qtl,423.52
ARR0001547,2026-08-30,MANDI057,Rice,Local,"16,441.0 KG",,51.0,kg,164.41
ARR0006954,2026-06-29,MANDI039,Mustard,Premium,17583.0,Kilo,100.0,kilo,175.83
ARR0003136,2026-07-26,MANDI024,Maize,Hybrid,9.802,T,36.0,t,98.02
ARR0020241,2026-04-27,MANDI011,Rice,HD-2967,16990.0,Kgs,26.0,kgs,169.9
ARR0013233,2026-04-06,MANDI039,Maize,Local,134.05,qtl,70.0,qtl,134.05
ARR0015628,2026-09-07,MANDI023,Cotton,Hybrid,-91.93,Qtl,41.0,qtl,
ARR0024750,2026-08-21,MANDI045,Wheat,,4033.0,KG,119.0,kg,40.33
ARR0014716,2026-01-17,MANDI016,Sugarcane,Premium,-117.26,KG,144.0,kg,
ARR0003806,2026-05-17,MANDI015,Cotton,,253.3,Qtl,147.0,qtl,253.3
ARR0024380,2026-04-21,MANDI038,Rice,Hybrid,235.63,Quintals,109.0,quintals,235.63
ARR0020986,2026-04-08,MANDI047,Wheat,Premium,117.11 qtl,,129.0,qtl,117.11
ARR0015161,2026-03-26,MANDI037,Mustard,Premium,34.513,tonnes,28.0,tonnes,345.13
ARR0006775,2026-01-24,MANDI039,Cotton,Local,2921.0,KG,137.0,kg,29.21
ARR0019679,2026-05-29,MANDI020,Sugarcane,PBW-343,"29,914.999999999996 KG",,86.0,kg,299.15
ARR0014063,2026-02-09,MANDI031,Sugarcane,HD-2967,232.68,qtl,,qtl,232.68
ARR0016849,2026-04-09,MANDI026,Mustard,Premium,41922.0,Kilo,136.0,kilo,419.22
ARR0017642,2026-06-20,MANDI005,Sugarcane,Premium,41149.0,Kgs,48.0,kgs,411.49
ARR0010021,2026-08-27,MANDI014,Cotton,PBW-343,448.55,qtl,15.0,qtl,448.55
ARR0018644,2026-01-02,MANDI002,Sugarcane,Hybrid,48514.0,Kilo,56.0,kilo,485.14
ARR0003328,2026-08-21,MANDI014,Rice,Pusa-1121,"20,051.0 KG",,111.0,kg,200.51
ARR0007383,2026-01-06,MANDI030,Wheat,Premium,64.55 qtl,,53.0,qtl,64.55
ARR0001263,2026-05-01,MANDI035,Wheat,HD-2967,2.908,Tonnes,130.0,tonnes,29.08
ARR0017360,2026-03-15,MANDI021,Wheat,HD-2967,45450.0,Kilo,69.0,kilo,454.5
ARR0021843,2026-08-07,MANDI039,Rice,PBW-343,"17,540.0 KG",,40.0,kg,175.4
ARR0013118,2026-06-16,MANDI001,Mustard,Pusa-1121,"11,037.0 KG",,52.0,kg,110.37
ARR0013456,2026-01-06,MANDI035,Mustard,HD-2967,32314.999999999996,KG,32.0,kg,323.15
ARR0006583,2026-03-24,MANDI033,Rice,HD-2967,21973.0,Kilo,16.0,kilo,219.73000000000002
ARR0018772,2026-07-06,MANDI021,Sugarcane,Premium,32.011,MT,120.0,mt,320.11
ARR0005022,2026-08-01,MANDI017,Cotton,HD-2967,395.91 qtl,,117.0,qtl,395.91
ARR0012584,2026-07-29,MANDI036,Wheat,Hybrid,2817.0,Kilo,,kilo,28.17
ARR0014996,2026-07-23,MANDI019,Cotton,,285.06,Qtl,,qtl,285.06
ARR0011414,2026-07-23,MANDI012,Mustard,HD-2967,37.677,T,86.0,t,376.77
ARR0020267,2026-08-27,MANDI022,Mustard,HD-2967,77.14,qtl,52.0,qtl,77.14
ARR0009803,2026-03-20,MANDI018,Sugarcane,,156.04,Quintals,121.0,quintals,156.04
ARR0020260,2026-03-17,MANDI046,Rice,Premium,43447.0,KGS,94.0,kgs,434.47
ARR0019174,2026-06-18,MANDI052,Cotton,Pusa-1121,26.887,MT,16.0,mt,268.87
ARR0018242,2026-02-25,MANDI015,Sugarcane,Hybrid,35.305,T,105.0,t,353.05
ARR0019405,2026-03-07,MANDI032,Cotton,,"2,207.0 KG",,,kg,22.07
ARR0004109,2026-05-02,MANDI004,Sugarcane,Premium,"34,022.0 KG",,,kg,340.22
ARR0005214,2026-01-16,MANDI044,Rice,Pusa-1121,42817.0,KGS,122.0,kgs,428.17
ARR0003256,2026-04-04,MANDI007,Mustard,HD-2967,"35,661.0 KG",,101.0,kg,356.61
ARR0007324,2026-06-09,MANDI051,Mustard,Premium,16.972,tonnes,105.0,tonnes,169.72000000000003
ARR0002691,2026-02-10,MANDI030,Sugarcane,,128.15 qtl,,59.0,qtl,128.15
ARR0014502,2026-03-19,MANDI011,Cotton,PBW-343,47465.0,KGS,125.0,kgs,474.65000000000003
ARR0004628,2026-07-01,MANDI046,Mustard,PBW-343,"8,038.0 KG",,12.0,kg,80.38
ARR0022286,2026-06-28,MANDI044,Mustard,Hybrid,39673.0,KG,80.0,kg,396.73
ARR0001320,2026-11-06,MANDI034,Cotton,PBW-343,122.34 qtl,,89.0,qtl,122.34
ARR0016591,2026-06-19,MANDI014,Maize,Pusa-1121,50.07,quintal,59.0,quintal,50.07
ARR0005163,2026-03-07,MANDI049,Wheat,PBW-343,21.174,MT,51.0,mt,211.74
ARR0007227,2026-02-21,MANDI041,Cotton,PBW-343,"49,952.0 KG",,60.0,kg,499.52000000000004
ARR0021458,2026-06-28,MANDI033,Mustard,Pusa-1121,41738.0,kg,8.0,kg,417.38
ARR0012193,2026-01-12,MANDI040,Sugarcane,Pusa-1121,100.62,Q,7.0,q,100.62
ARR0017520,2026-04-09,MANDI029,Maize,Pusa-1121,39.921,T,42.0,t,399.21
ARR0004530,2026-07-02,MANDI035,Mustard,HD-2967,114.48,Qtl,5.0,qtl,114.48
ARR0011668,2026-05-04,MANDI053,Wheat,Hybrid,247.91,qtl,20.0,qtl,247.91
ARR0019890,2026-02-25,MANDI017,Wheat,,44.011,MT,23.0,mt,440.11
ARR0012381,2026-06-02,MANDI024,Mustard,Premium,48195.0,KGS,,kgs,481.95
ARR0009942,2026-01-03,MANDI048,Maize,Pusa-1121,31187.0,Kilo,48.0,kilo,311.87
ARR0021024,2026-08-12,MANDI057,Sugarcane,,"43,638.0 KG",,22.0,kg,436.38
ARR0018063,2026-05-10,MANDI011,Mustard,Premium,42.172000000000004,Tonnes,,tonnes,421.72
ARR0006337,2026-08-03,MANDI010,Sugarcane,Pusa-1121,191.41 qtl,,130.0,qtl,191.41
ARR0006983,2026-08-06,MANDI048,Wheat,PBW-343,246.19,Qtl,70.0,qtl,246.19
ARR0010067,2026-02-28,MANDI043,Cotton,PBW-343,343.74,Q,83.0,q,343.74
ARR0000918,2026-05-18,MANDI054,Mustard,Hybrid,31.92,Qtl,100.0,qtl,31.92
ARR0018890,2026-04-30,MANDI053,Cotton,Local,29997.000000000004,Kgs,19.0,kgs,299.97
ARR0013289,2026-01-04,MANDI016,Mustard,HD-2967,32437.0,kg,32.0,kg,324.37
ARR0019289,2026-01-30,MANDI007,Wheat,,20021.0,kg,144.0,kg,200.21
ARR0017833,2026-06-02,MANDI034,Sugarcane,,44.407,T,41.0,t,444.06999999999994
ARR0003415,2026-04-22,MANDI055,Maize,Pusa-1121,3904.0,Kgs,,kgs,39.04
ARR0023169,2026-01-21,MANDI048,Mustard,Pusa-1121,481.41,Qtl,,qtl,481.41
ARR0014807,2026-01-14,MANDI015,Mustard,HD-2967,325.03,Quintals,84.0,quintals,325.03
ARR0007032,2026-06-04,MANDI056,Cotton,Hybrid,41586.0,Kgs,,kgs,415.86
ARR0006838,2026-08-06,MANDI018,Maize,Premium,165.94,Qtl,60.0,qtl,165.94
ARR0013879,2026-04-25,MANDI042,Wheat,Premium,30.064999999999998,Tonnes,118.0,tonnes,300.65
ARR0019611,2026-08-17,MANDI005,Sugarcane,PBW-343,-301.55,KG,127.0,kg,
ARR0019346,2026-07-21,MANDI040,Cotton,Premium,60.74,Quintals,8.0,quintals,60.74
ARR0020768,2026-07-07,MANDI014,Wheat,Pusa-1121,298.05,Qtl,88.0,qtl,298.05
ARR0014027,2026-07-06,MANDI042,Sugarcane,HD-2967,12563.0,Kilo,83.0,kilo,125.63000000000001
ARR0014233,2026-03-06,MANDI047,Mustard,Hybrid,"1,054.0 KG",,24.0,kg,10.540000000000001
ARR0019924,2026-06-11,MANDI020,Rice,PBW-343,32.506,T,150.0,t,325.06
ARR0002218,2026-02-12,MANDI024,Maize,Hybrid,153.47,Quintals,68.0,quintals,153.47
ARR0024414,2026-08-13,MANDI007,Maize,,28.917,Tonnes,127.0,tonnes,289.17
ARR0021490,2026-04-05,MANDI003,Sugarcane,,80.08 qtl,,87.0,qtl,80.08
ARR0002828,2026-01-10,MANDI004,Rice,HD-2967,486.14,Quintals,18.0,quintals,486.14
ARR0022235,2026-04-12,MANDI022,Maize,Pusa-1121,24.195,MT,58.0,mt,241.95
ARR0004997,2026-07-27,MANDI025,Wheat,Premium,35664.0,KGS,133.0,kgs,356.64
ARR0017723,2026-01-15,MANDI008,Maize,,120.8,Qtl,54.0,qtl,120.8
ARR0003263,2026-01-06,MANDI017,Wheat,Local,40.212,Tonnes,11.0,tonnes,402.12
ARR0023667,2026-11-05,MANDI039,Cotton,Local,"40,532.0 KG",,20.0,kg,405.32
ARR0006839,2026-07-20,MANDI047,Rice,Pusa-1121,90.77,qtl,103.0,qtl,90.77
ARR0023954,2026-03-15,MANDI040,Mustard,Pusa-1121,48975.0,Kgs,136.0,kgs,489.75
ARR0005742,2026-03-28,MANDI011,Wheat,PBW-343,463.99,qtl,66.0,qtl,463.99
ARR0000651,2026-07-03,MANDI009,Maize,PBW-343,417.93 qtl,,29.0,qtl,417.93
ARR0011095,2026-05-23,MANDI038,Rice,Pusa-1121,139.73,qtl,135.0,qtl,139.73
ARR0018643,2026-03-05,MANDI054,Mustard,Pusa-1121,8.42,T,81.0,t,84.2
ARR0005396,2026-08-19,MANDI026,Rice,Premium,64.51 qtl,,42.0,qtl,64.51
ARR0007083,2026-07-28,MANDI037,Mustard,,"27,572.000000000004 KG",,57.0,kg,275.72
ARR0022773,2026-05-06,MANDI055,Sugarcane,PBW-343,31.912,tonnes,,tonnes,319.12
ARR0003522,2026-06-19,MANDI020,Mustard,Local,-228.88,Qtl,71.0,qtl,
ARR0010923,2026-02-17,MANDI036,Mustard,,401.57 qtl,,133.0,qtl,401.57
ARR0021114,2026-08-27,MANDI057,Mustard,Premium,22.869999999999997,tonnes,54.0,tonnes,228.7
ARR0004479,2026-02-20,MANDI012,Cotton,Local,12608.0,KG,102.0,kg,126.08
ARR0005661,2026-08-28,MANDI045,Mustard,Hybrid,"21,168.0 KG",,131.0,kg,211.68
ARR0009789,2026-06-02,MANDI017,Wheat,HD-2967,17207.0,KGS,67.0,kgs,172.07
ARR0000068,2026-04-14,MANDI046,Rice,HD-2967,37344.0,KG,16.0,kg,373.44
ARR0010777,2026-01-29,MANDI012,Maize,PBW-343,315.33 qtl,,140.0,qtl,315.33
ARR0013520,2026-02-11,MANDI035,Wheat,Pusa-1121,258.4,qtl,130.0,qtl,258.4
ARR0021049,2026-01-12,MANDI016,Rice,Pusa-1121,42.68,qtl,65.0,qtl,42.68
ARR0017643,2026-01-18,MANDI017,Wheat,Local,242.43 qtl,,54.0,qtl,242.43
ARR0003840,2026-01-31,MANDI045,Rice,Premium,439.51,Quintals,88.0,quintals,439.51
ARR0015716,2026-05-25,MANDI003,Rice,,46942.0,Kilo,127.0,kilo,469.42
ARR0017376,2026-05-27,MANDI046,Wheat,Premium,41537.0,Kgs,70.0,kgs,415.37
ARR0019889,2026-08-25,MANDI053,Cotton,Hybrid,9701.0,KG,5.0,kg,97.01
ARR0008306,2026-02-23,MANDI009,Sugarcane,Pusa-1121,6319.0,Kgs,,kgs,63.190000000000005
ARR0000920,2026-08-30,MANDI006,Rice,PBW-343,190.47,qtl,135.0,qtl,190.47
ARR0010702,2026-04-30,MANDI016,Rice,HD-2967,"30,708.0 KG",,45.0,kg,307.08
ARR0000166,2026-06-28,MANDI051,Mustard,PBW-343,399.54,Q,,q,399.54
ARR0022973,2026-03-01,MANDI025,Rice,Hybrid,14.200999999999999,T,108.0,t,142.01
ARR0021832,2026-06-12,MANDI044,Rice,PBW-343,22.72,Tonnes,89.0,tonnes,227.2
ARR0006645,2026-04-04,MANDI029,Mustard,Hybrid,1.455,MT,118.0,mt,14.55
ARR0014335,2026-07-01,MANDI056,Rice,PBW-343,20268.0,Kgs,21.0,kgs,202.68
ARR0016286,2026-05-22,MANDI028,Mustard,Local,141.87,quintal,124.0,quintal,141.87
ARR0014283,2026-04-28,MANDI027,Wheat,HD-2967,162.24,qtl,149.0,qtl,162.24
ARR0004595,2026-07-29,MANDI054,Mustard,,5.309,Tonnes,14.0,tonnes,53.09
ARR0010699,2026-07-27,MANDI016,Rice,Pusa-1121,70.49,quintal,116.0,quintal,70.49
ARR0013300,2026-03-07,MANDI023,Maize,Pusa-1121,350.98,qtl,,qtl,350.98
ARR0002851,2026-07-15,MANDI010,Mustard,Premium,34.9,quintal,28.0,quintal,34.9
ARR0019213,2026-08-29,MANDI024,Rice,PBW-343,499.95 qtl,,94.0,qtl,499.95
ARR0012639,2026-02-22,MANDI013,Rice,PBW-343,315.62,qtl,29.0,qtl,315.62
ARR0004461,2026-04-05,MANDI034,Maize,HD-2967,191.3,quintal,55.0,quintal,191.3
ARR0022299,2026-02-07,MANDI040,Cotton,PBW-343,18.557,tonnes,69.0,tonnes,185.57
ARR0014909,2026-03-25,MANDI041,Sugarcane,PBW-343,"27,839.999999999996 KG",,37.0,kg,278.4
