arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count
ARR0003960,06.06.2026,mandi_009,Ganne,Premium,19.161,tonnes,104
ARR0006644,07-05-2026,MANDI021,Sarso,Premium,4046.0,Kilo,115
ARR0020816,2026-04-20,MANDI016,Corn,PBW-343,36941.0,KGS,146
ARR0016101,09.04.2026,MANDI054,Maize,,30.232,MT,112
ARR0016088,30.08.2026,MANDI003,गन्ना,Premium,358.19,Q,NA
ARR0003587,31/01/2026,MANDI027,Sarso,Hybrid,1520.0,KG,62
ARR0023185,15.04.2026,mandi_034,Wheat,Hybrid,430.99,qtl,95
ARR0002564,2026-06-30,mandi_017,Cotton,HD-2967,"5,602.0 KG",,60
ARR0010823,04-18-2026,mandi_035,WHEAT,HD-2967,31163.0,Kgs,138
ARR0023017,08/03/2026,mandi_010,Sarso,HD-2967,29.224,T,NA
ARR0005037,25-Mar-2026,MANDI014,Dhaan,Premium,409.02 qtl,,146
ARR0001081,2026/02/10,MANDI-055,Sarso,HD-2967,30.562,T,NA
ARR0005892,19/05/2026,016,कपास,Premium,157.84,quintal,135
ARR0014538,2026-07-04,M004,Makki,PBW-343,141.13,quintal,NA
ARR0021351,2026-01-21,mandi_025,Mustard,PBW-343,362.05,Quintals,115
ARR0002024,02/06/2026,MANDI042,Sarson,Pusa-1121,112.1,Q,63
ARR0013110,2026/01/21,MANDI038,Basmati,PBW-343,261.42,quintal,52
,05-Jun-2026,MANDI020,Cotton,Local,241.45 qtl,,79
ARR0007910,2026-03-26,mandi053,Dhaan,Pusa-1121,37.091,MT,124
ARR0024093,2026/07/01,M024,Sugarcane,Premium,"44,323.0 KG",,95
ARR0016611,2026-01-30,MANDI042,Gehun,,30838.0,Kilo,NA
ARR0001014,21-Aug-2026,MANDI-038,Mustard,Premium,210.3,Q,NA
ARR0014872,11-Jan-2026,mandi006,Wheat,Local,2.816,T,112
ARR0018314,13/06/2026,MANDI020,Sugarcane,Hybrid,12539.0,kg,NA
ARR0009236,2026/01/18,MANDI-039,चावल,,"21,381.0 KG",,102
ARR0005252,21/08/2026,MANDI029,Maize,Hybrid,45.397000000000006,MT,9
ARR0009597,2026-07-01,MANDI002,WHEAT,PBW-343,175.14,Qtl,120
ARR0002180,06-Feb-2026,MANDI-042,Ganne,Pusa-1121,49.384,tonnes,12
ARR0017082,2026-03-26,MANDI037,Cotton,HD-2967,363.44 qtl,,23
,2026-05-02,MANDI048,Narma,Hybrid,426.59,quintal,138
ARR0012088,03/07/2026,M025,Mustard,Pusa-1121,22320.0,KGS,70
ARR0021574,2026/01/23,MANDI046,sugarcane,Hybrid,91.97 qtl,,87
ARR0005111,06.02.2026,MANDI014,corn,Premium,224.6,quintal,NA
ARR0001779,01-27-2026,MANDI057,Chawal,Premium,168.73,quintal,74
ARR0023061,09-05-2026,MANDI002,cotton,,43490.0,Kgs,NA
ARR0019019,13.05.2026,mandi_014,corn,HD-2967,449.66,Q,85
ARR0015380,2026-02-03,M018,sugarcane,PBW-343,148.2,qtl,16
ARR0007605,2026-04-07,M029,Cotton,PBW-343,"11,056.0 KG",,118
ARR0019874,2026/07/06,M001,Makki,PBW-343,97.58,quintal,143
ARR0013945,07/07/2026,MANDI041,Chawal,Premium,18323.0,KG,33
ARR0017422,2026-07-27,MANDI036,Ganne,PBW-343,42413.0,Kilo,NA
ARR0023319,02-12-2026,MANDI-041,GEHUN,Local,31260.000000000004,KG,29
ARR0005672,04-May-2026,mandi_008,Basmati,Pusa-1121,"20,822.0 KG",,98
ARR0019034,2026-05-08,mandi_052,Sarson,Local,433.15,qtl,133
ARR0010474,21-Jul-2026,mandi_014,Rice,HD-2967,11.02,qtl,NA
ARR0014934,12.03.2026,MANDI037,sugarcane,PBW-343,"26,980.0 KG",,NA
ARR0019364,03-15-2026,M044,paddy,Local,"24,186.0 KG",,16
ARR0018932,2026-04-14,M050,सरसों,HD-2967,9015.0,KGS,43
ARR0005133,2026-09-09,mandi_012,Makka,,1.754,MT,5
ARR0002160,23.06.2026,mandi025,WHEAT,PBW-343,381.12 qtl,,126
ARR0011330,2026/07/08,mandi026,Kanak,Hybrid,"14,894.999999999998 KG",,25
ARR0014043,28-Aug-2026,MANDI017,Ganne,HD-2967,430.7,quintal,92
ARR0014567,14/02/2026,MANDI042,wheat,Hybrid,35.59,quintal,NA
ARR0006446,07.08.2026,mandi034,cotton,Premium,40193.0,KG,21
ARR0003968,12-Apr-2026,M011,Sugarcane,Local,86.54,Qtl,NA
ARR0001429,22-Jan-2026,mandi_042,paddy,PBW-343,"9,490.0 KG",,150
ARR0003082,06-Sep-2026,MANDI019,Chawal,PBW-343,35562.0,Kgs,40
ARR0002521,2026-03-09,MANDI016,गन्ना,PBW-343,12.78,T,70
ARR0011755,2026-01-31,MANDI049,wheat,Hybrid,88.98,quintal,55
ARR0010048,05-23-2026,MANDI005,paddy,PBW-343,403.7 qtl,,97
,21-Jun-2026,MANDI031,Rice,Pusa-1121,24679.0,kg,11
ARR0023307,15/06/2026,042,Corn,Premium,-33.9,Qtl,147
ARR0006020,03-12-2026,M040,Mustard,,222.58,Quintals,78
ARR0016833,29.08.2026,mandi015,Corn,PBW-343,11.28,Tonnes,113
ARR0016899,24/01/2026,MANDI-015,मक्का,Local,24.922,tonnes,135
ARR0022380,02-23-2026,MANDI038,sugarcane,PBW-343,33829.0,KG,70
ARR0022657,2026/06/15,MANDI-033,Cotton,HD-2967,"48,608.0 KG",,59
ARR0003728,2026-06-11,MANDI032,Corn,PBW-343,31.701,MT,5
ARR0008554,2026-07-14,mandi009,Makki,PBW-343,27657.0,kg,32
ARR0022664,17.01.2026,MANDI006,Kapas,Premium,33.463,tonnes,149
ARR0024383,05.05.2026,MANDI-019,गेहूं,PBW-343,37.811,MT,149
ARR0009497,26/05/2026,MANDI009,गेहूं,Pusa-1121,14016.999999999998,Kilo,132
ARR0006252,2026/05/16,MANDI039,GEHUN,Hybrid,"29,124.0 KG",,61
ARR0005927,02/09/2026,mandi_028,Basmati,HD-2967,2.946,tonnes,62
ARR0018845,2026-03-12,MANDI023,Corn,,374.8,quintal,73
ARR0016407,20/08/2026,mandi_023,sugarcane,Local,145.11 qtl,,80
ARR0018451,2026-08-02,MANDI010,Rice,HD-2967,"2,965.0 KG",,NA
ARR0018038,30-May-2026,MANDI-012,कपास,Local,7291.0,kg,59
ARR0008895,04-16-2026,015,Makka,HD-2967,25.785000000000004,tonnes,28
ARR0008707,2026-02-11,MANDI004,धान,Local,28.749000000000002,T,NA
ARR0001377,05-19-2026,mandi024,paddy,Local,"10,928.0 KG",,47
ARR0001725,2026/06/29,M001,Corn,HD-2967,37780.0,Kgs,45
ARR0003755,2026-03-30,005,Narma,Local,194.53,Quintals,117
ARR0010518,2026/07/16,mandi_019,Paddy,Premium,34.55,Qtl,82
ARR0020568,06-22-2026,mandi_029,Mustard,PBW-343,40062.0,KG,84
ARR0024497,26/01/2026,MANDI-017,गेहूं,HD-2967,43.233,Tonnes,65
ARR0004083,01.09.2026,MANDI016,Ganna,Pusa-1121,26.87,Quintals,74
ARR0011871,2026-03-17,M048,wheat,HD-2967,40407.0,KGS,31
ARR0023714,27-Aug-2026,MANDI025,सरसों,Pusa-1121,248.55 qtl,,93
ARR0022964,22.03.2026,MANDI044,Rice,Pusa-1121,239.65,Q,NA
ARR0020943,06/04/2026,MANDI023,Kapas,HD-2967,25024.0,KGS,18
ARR0012501,04-Jun-2026,MANDI-032,Sarso,Premium,-481.59,KG,14
ARR0013058,26-Jun-2026,MANDI019,Sarson,HD-2967,34.592,MT,NA
ARR0019922,03.04.2026,mandi_030,Narma,Premium,195.31,Qtl,131
ARR0016141,2026-07-18,MANDI037,Narma,Premium,"32,425.0 KG",,66
ARR0010774,2026/02/27,029,Sugarcane,HD-2967,22621.0,Kgs,6
ARR0020715,06-08-2026,MANDI053,Chawal,PBW-343,218.83,Qtl,96
ARR0009952,2026-03-15,MANDI038,चावल,HD-2967,3.2590000000000003,tonnes,131
ARR0014572,15-Feb-2026,MANDI023,सरसों,Local,297.92,Quintals,67
ARR0017031,07.04.2026,MANDI024,paddy,Local,47.879000000000005,T,102
ARR0022766,01.03.2026,MANDI-011,cotton,Premium,28.380000000000003,MT,NA
ARR0007908,2026-01-27,M043,सरसों,Pusa-1121,26.595,T,105
ARR0014216,2026/02/13,MANDI052,कपास,Hybrid,22992.0,KGS,89
ARR0015998,24/01/2026,MANDI040,Sarson,,12863.999999999998,kg,93
ARR0007166,15/01/2026,MANDI014,मक्का,HD-2967,7834.0,kg,26
ARR0023070,2026-08-15,mandi011,मक्का,,-251.72,KG,55
ARR0011183,2026-02-20,MANDI052,Sarso,PBW-343,131.93 qtl,,74
ARR0005805,2026-06-30,mandi_052,Sarson,,"5,190.0 KG",,63
ARR0004876,03.01.2026,MANDI040,Narma,Local,6909.999999999999,Kilo,38
ARR0010737,2026/07/29,mandi003,मक्का,PBW-343,395.67,Q,67
ARR0023912,21/08/2026,MANDI-030,Sarso,,41.653,MT,NA
ARR0015991,17/07/2026,MANDI015,corn,Local,87.17 qtl,,8
ARR0021726,03-Sep-2026,MANDI031,धान,HD-2967,7.9319999999999995,tonnes,NA
ARR0012259,2026/01/11,M019,धान,HD-2967,26906.0,Kilo,73
ARR0018545,18/08/2026,M040,गेहूं,,407.11,Quintals,27
ARR0000686,02-10-2026,MANDI012,corn,Pusa-1121,210.95,qtl,102
ARR0011436,2026-07-03,MANDI009,mustard,HD-2967,3825.0,Kilo,49
ARR0023725,2026/06/13,MANDI031,Dhaan,,33024.0,Kgs,38
ARR0014292,2026-05-14,mandi024,wheat,,308.62 qtl,,NA
ARR0002462,2026/03/15,MANDI040,Rice,Local,34944.0,Kilo,111
ARR0012276,27.07.2026,MANDI006,Ganne,Pusa-1121,18.155,T,NA
ARR0011890,20/01/2026,MANDI026,Kapas,PBW-343,15619.999999999998,KGS,11
ARR0007129,05-06-2026,MANDI056,Wheat,,149.17,Quintals,70
ARR0016378,17.01.2026,MANDI029,wheat,Premium,"36,215.0 KG",,NA
ARR0022652,2026-07-23,M011,गेहूं,Premium,382.99 qtl,,112
ARR0021326,2026-02-27,M055,Wheat,,13.613,Tonnes,93
ARR0005947,2026-08-11,MANDI007,GEHUN,Premium,349.32 qtl,,90
,02-02-2026,mandi_043,WHEAT,Premium,"7,877.0 KG",,150
ARR0022169,20.04.2026,MANDI020,Mustard,,49085.0,kg,48
ARR0012233,2026-07-06,M026,चावल,Local,6692.0,kg,57
ARR0013071,05-Jan-2026,MANDI007,sugarcane,Hybrid,39.887,tonnes,129
ARR0016906,11.01.2026,mandi_047,कपास,Pusa-1121,41713.0,Kgs,54
ARR0024373,2026-01-12,M030,Kapas,Premium,26.11,qtl,132
ARR0003984,05.09.2026,mandi019,Cotton,Pusa-1121,28.997000000000003,tonnes,38
ARR0014687,2026/03/02,MANDI020,Kanak,Hybrid,396.49,Qtl,126
ARR0006304,2026-05-04,M024,Ganne,Pusa-1121,2.0309999999999997,tonnes,110
ARR0009909,12.03.2026,MANDI-049,Basmati,Premium,211.8,Qtl,60
ARR0000781,2026-05-24,MANDI-047,कपास,Pusa-1121,55.91,qtl,84
ARR0017154,2026-08-06,M037,गन्ना,PBW-343,49.067,T,103
ARR0021992,2026/03/03,MANDI024,Corn,Pusa-1121,34.2,qtl,NA
ARR0005979,2026-03-16,M020,गेहूं,Premium,28782.0,Kilo,NA
ARR0020132,2026-05-05,MANDI020,mustard,Pusa-1121,443.12,quintal,63
ARR0002197,2026/05/18,MANDI-052,गन्ना,Pusa-1121,10.733,T,95
ARR0014090,01-Jan-2026,M040,मक्का,,21023.0,Kgs,73
ARR0000429,08-25-2026,mandi_039,Cotton,Hybrid,12.656,MT,76
ARR0020670,2026-02-05,mandi018,Corn,HD-2967,435.51,qtl,83
ARR0023599,16.08.2026,mandi049,wheat,Hybrid,43204.0,Kgs,101
ARR0009833,22/02/2026,mandi030,Sarson,PBW-343,419.18,Q,130
ARR0006980,20/05/2026,MANDI037,Makka,Local,44941.0,Kilo,143
ARR0018212,08-04-2026,M019,mustard,Pusa-1121,42922.0,Kgs,93
ARR0011825,16/07/2026,MANDI042,Wheat,,7643.000000000001,Kilo,NA
ARR0019394,11.05.2026,mandi_021,Maize,Local,"33,131.0 KG",,67
ARR0002377,2026/01/05,MANDI048,गेहूं,PBW-343,45.794,tonnes,104
ARR0020224,30-Mar-2026,019,Sugarcane,HD-2967,307.87 qtl,,101
ARR0017631,2026-03-26,MANDI036,Chawal,HD-2967,12.208,T,32
ARR0011484,18.03.2026,mandi026,Sugarcane,Local,37310.0,KGS,84
ARR0006512,02/01/2026,MANDI018,Ganna,Hybrid,441.51,Qtl,53
ARR0013280,2026-06-08,MANDI002,Paddy,HD-2967,40762.0,Kgs,63
ARR0024663,03-Sep-2026,MANDI002,Paddy,PBW-343,210.13,Quintals,150
ARR0014474,09-04-2026,MANDI017,Ganne,Hybrid,-467.22,Qtl,90
ARR0005440,2026-03-06,MANDI005,WHEAT,Pusa-1121,14757.0,KG,NA
ARR0010760,04/06/2026,M052,Kanak,Local,31504.000000000004,KG,116
ARR0006494,15-Jan-2026,M014,गन्ना,HD-2967,117.02 qtl,,49
ARR0008965,2026/03/31,mandi035,cotton,,11297.0,KG,71
ARR0005511,09-05-2026,mandi_050,mustard,Pusa-1121,7.187,T,NA
ARR0005331,18.08.2026,MANDI013,मक्का,,135.86,Quintals,140
ARR0023259,16.03.2026,MANDI-025,Ganna,PBW-343,"36,780.0 KG",,NA
ARR0004532,2026-02-03,MANDI056,चावल,Premium,27.38,qtl,111
ARR0009867,2026-03-19,MANDI039,Rice,HD-2967,14.931999999999999,tonnes,6
ARR0015588,03-04-2026,M034,सरसों,PBW-343,375.2,Q,94
ARR0016750,08-06-2026,MANDI048,Kanak,,315.81,qtl,117
ARR0010143,28.04.2026,MANDI036,Basmati,Premium,151.3,Qtl,NA
ARR0012090,2026-04-01,mandi038,Sugarcane,Hybrid,-52.98,KG,NA
ARR0022805,22/08/2026,MANDI003,मक्का,,65.23,Qtl,NA
ARR0016532,10-Mar-2026,MANDI017,Kapas,Premium,18752.0,kg,94
ARR0018053,2026-07-24,MANDI051,GEHUN,Hybrid,-16.51,Qtl,54
ARR0011281,2026/03/20,MANDI044,Mustard,HD-2967,212.52 qtl,,87
ARR0024259,2026-04-14,mandi_016,Sarso,Pusa-1121,1.1,T,86
ARR0007789,2026/05/09,MANDI-008,Paddy,HD-2967,426.17,qtl,60
ARR0003457,10/07/2026,MANDI019,Makki,Local,15.290000000000001,MT,NA
ARR0019656,2026/06/14,M009,wheat,HD-2967,6.587000000000001,Tonnes,95
ARR0004941,2026/04/09,046,Makka,Premium,29889.999999999996,kg,57
ARR0009224,26-Mar-2026,MANDI030,cotton,PBW-343,-470.2,KG,15
ARR0022615,07-17-2026,MANDI033,paddy,PBW-343,"29,620.0 KG",,128
ARR0024332,2026-08-16,MANDI026,सरसों,Hybrid,28.592000000000002,MT,NA
ARR0014917,20-Mar-2026,MANDI-019,कपास,,"27,397.000000000004 KG",,51
ARR0020311,02.05.2026,MANDI035,corn,HD-2967,215.81 qtl,,NA
ARR0007100,04-30-2026,mandi_030,Wheat,HD-2967,"31,058.999999999996 KG",,33
ARR0008081,12.02.2026,MANDI033,cotton,Premium,411.33,Q,NA
ARR0016463,14-Mar-2026,MANDI031,Mustard,,16.785,Tonnes,50
ARR0018632,26/07/2026,MANDI-051,sugarcane,Hybrid,-111.71,Qtl,116
ARR0024523,2026/05/12,MANDI031,mustard,Premium,375.78,Qtl,145
ARR0023473,13.05.2026,MANDI045,Rice,PBW-343,17.830000000000002,T,NA
ARR0018664,2026-06-29,MANDI025,धान,Local,20.31,MT,16
ARR0020282,05/09/2026,M001,Makki,HD-2967,-179.44,KG,95
ARR0009313,05-17-2026,mandi_056,सरसों,Pusa-1121,28.66 qtl,,115
ARR0006173,20/01/2026,MANDI-053,Mustard,HD-2967,49843.0,kg,75
ARR0003632,2026-09-04,mandi_040,Makka,PBW-343,119.06,quintal,90
ARR0016956,2026-07-10,MANDI045,गेहूं,Premium,327.07 qtl,,47
ARR0006273,07-03-2026,M046,paddy,Hybrid,22333.0,Kilo,17
ARR0000393,2026/05/24,MANDI021,सरसों,PBW-343,3.857,Tonnes,NA
ARR0003192,12/03/2026,mandi023,Corn,HD-2967,40.870999999999995,MT,7
ARR0000017,29/07/2026,MANDI-011,Sarso,Premium,27.76,tonnes,108
ARR0020585,07-Aug-2026,mandi_019,sugarcane,HD-2967,8.684000000000001,tonnes,NA
ARR0019057,2026-02-10,MANDI007,corn,PBW-343,401.51,Quintals,120
ARR0019070,2026/03/25,mandi_053,Sarson,,43017.0,Kilo,125
ARR0022549,2026-01-28,MANDI055,Kanak,Local,14486.000000000002,Kilo,125
ARR0019878,2026-07-24,MANDI009,Wheat,Pusa-1121,456.19,Quintals,NA
ARR0024952,19-Feb-2026,MANDI-042,Paddy,Hybrid,1926.0000000000002,kg,8
ARR0007395,16-Mar-2026,MANDI049,WHEAT,Local,14118.0,Kilo,131
ARR0021224,13/05/2026,mandi014,कपास,Local,145.55 qtl,,46
ARR0000594,04-07-2026,MANDI-033,Narma,Local,154.79,Qtl,150
ARR0004720,2026-09-07,mandi_005,सरसों,Hybrid,-434.63,KG,69
ARR0005828,14/03/2026,MANDI037,Corn,Hybrid,"3,777.0000000000005 KG",,134
ARR0010750,2026/04/05,024,Makki,Pusa-1121,226.31 qtl,,86
ARR0022272,2026-07-27,MANDI049,Narma,PBW-343,42578.0,KG,40
ARR0018740,14/01/2026,MANDI028,Wheat,Local,134.08,quintal,14
ARR0022421,22/02/2026,mandi044,Sugarcane,HD-2967,460.92,Q,103
ARR0004799,05/01/2026,MANDI057,GEHUN,Premium,201.69,Qtl,109
ARR0010635,2026/07/03,MANDI-054,Gehun,,114.21 qtl,,101
ARR0004796,24/01/2026,MANDI002,Sarso,Hybrid,235.82,Q,NA
ARR0020977,21-Jul-2026,MANDI012,चावल,,30313.0,Kgs,112
,09/02/2026,MANDI052,corn,,18798.0,kg,126
ARR0008657,2026/05/28,MANDI-041,Sarso,,38.418,Tonnes,148
ARR0000164,2026-05-05,MANDI-053,Makki,PBW-343,163.33,qtl,80
ARR0000672,2026-04-18,MANDI018,गेहूं,Pusa-1121,6811.0,Kilo,75
ARR0017239,01-15-2026,MANDI036,Kanak,,19.656,T,72
ARR0014309,17/08/2026,MANDI048,Kanak,HD-2967,7476.000000000001,KGS,26
ARR0014265,2026-06-30,M041,Ganne,HD-2967,425.1,Q,122
ARR0016053,16.04.2026,mandi002,Sarson,Pusa-1121,22288.0,Kilo,NA
ARR0014829,03/02/2026,MANDI041,corn,Premium,36788.0,KGS,10
ARR0022741,02-Sep-2026,mandi_051,गन्ना,HD-2967,7.986,T,150
ARR0005543,23-Jun-2026,mandi_010,Gehun,Pusa-1121,47186.0,KGS,NA
ARR0022392,13.01.2026,MANDI033,wheat,Premium,249.17 qtl,,NA
ARR0007994,04.01.2026,M049,Dhaan,Local,"44,685.0 KG",,108
ARR0010901,2026-08-27,MANDI048,गन्ना,HD-2967,8045.0,KGS,115
ARR0007759,20/04/2026,MANDI007,Kanak,HD-2967,41865.0,Kilo,NA
ARR0004838,01-05-2026,MANDI-040,Kanak,PBW-343,1.6760000000000002,MT,NA
ARR0018678,2026-01-16,MANDI002,Dhaan,Hybrid,1.474,tonnes,49
ARR0006549,07-14-2026,mandi_050,कपास,Premium,258.18,qtl,139
ARR0004482,07-21-2026,MANDI041,GEHUN,Local,364.68,Quintals,100
ARR0003717,26-Mar-2026,MANDI016,Kanak,Hybrid,26655.0,Kilo,26
ARR0010838,30/06/2026,MANDI-035,sugarcane,PBW-343,426.45 qtl,,91
ARR0006141,2026-03-10,mandi_022,Chawal,Pusa-1121,27.291000000000004,MT,NA
ARR0009957,2026/03/22,MANDI030,Narma,Premium,11269.0,KGS,NA
ARR0001550,01-13-2026,MANDI027,Corn,HD-2967,31.47 qtl,,17
ARR0014819,02.02.2026,MANDI047,सरसों,HD-2967,380.5,Quintals,142
ARR0018429,19-Jun-2026,MANDI035,गन्ना,PBW-343,"25,692.0 KG",,NA
ARR0000768,04-06-2026,mandi020,Wheat,HD-2967,99.06,Quintals,130
ARR0005694,2026-06-19,mandi_054,Makki,Local,-243.05,KG,33
,2026-01-03,mandi016,GEHUN,Premium,326.92,Qtl,99
ARR0006558,2026-01-17,M046,Maize,Hybrid,159.86,Quintals,NA
ARR0019687,24-May-2026,MANDI029,Corn,HD-2967,37315.0,kg,147
ARR0004518,28-Aug-2026,MANDI007,कपास,Local,11.131,MT,NA
ARR0012412,2026-01-06,MANDI006,WHEAT,PBW-343,406.69,qtl,65
ARR0024570,2026/08/15,027,Gehun,Pusa-1121,379.5,Q,99
ARR0023186,30.08.2026,MANDI039,corn,Premium,33253.0,Kilo,105
ARR0003293,01-24-2026,MANDI024,Makka,HD-2967,"11,511.0 KG",,NA
ARR0009012,2026-09-02,MANDI016,Sarson,PBW-343,26.427,tonnes,11
ARR0001404,2026-01-19,M004,गन्ना,HD-2967,41818.0,kg,88
ARR0001383,13-Jun-2026,MANDI051,Ganne,,27.76,MT,143
ARR0010341,02.05.2026,MANDI012,WHEAT,PBW-343,35.001999999999995,Tonnes,137
ARR0022056,06-16-2026,mandi_021,Corn,,-491.3,Qtl,55
ARR0001639,2026-08-11,mandi_002,Basmati,HD-2967,472.75,Quintals,23
ARR0014084,30.01.2026,M024,Sarson,HD-2967,260.89,Quintals,NA
ARR0008801,17/03/2026,mandi_051,sugarcane,PBW-343,150.27,quintal,11
ARR0006407,02-19-2026,MANDI019,Sarson,PBW-343,20731.0,KGS,NA
ARR0009075,06-18-2026,mandi012,Ganna,PBW-343,18.083000000000002,T,64
ARR0017564,2026-09-04,MANDI036,Cotton,Pusa-1121,29100.0,KGS,NA
ARR0005449,2026-02-22,MANDI043,Maize,Premium,-168.63,KG,NA
ARR0012169,30-Jun-2026,mandi_051,गेहूं,Premium,43.618,Tonnes,128
ARR0005079,2026-06-05,mandi_018,WHEAT,,2892.0,Kilo,147
ARR0021560,01-12-2026,mandi_016,गन्ना,Pusa-1121,52.65,quintal,12
ARR0013565,17/01/2026,MANDI017,sugarcane,Premium,"18,870.0 KG",,140
ARR0017074,03-29-2026,mandi_020,Chawal,PBW-343,136.2,Q,129
ARR0003851,02-23-2026,MANDI048,Corn,Local,3538.0000000000005,Kgs,10
ARR0022910,2026-01-13,mandi026,Maize,Pusa-1121,214.17 qtl,,64
ARR0021122,29/04/2026,MANDI018,Dhaan,Local,410.46 qtl,,61
ARR0006489,22-Aug-2026,MANDI030,Kanak,Hybrid,229.62,Quintals,113
ARR0010146,05/08/2026,MANDI003,Sarso,PBW-343,"29,914.0 KG",,39
ARR0013829,14/04/2026,MANDI-006,wheat,Premium,"40,170.0 KG",,45
ARR0007155,06-17-2026,mandi012,Chawal,HD-2967,245.8,Quintals,89
ARR0023662,08-28-2026,mandi_049,Mustard,Premium,"43,200.0 KG",,40
ARR0006611,08-Feb-2026,MANDI-033,Ganne,Hybrid,30663.0,KG,46
ARR0005180,2026/07/06,MANDI051,कपास,HD-2967,39620.0,kg,149
ARR0020734,2026-04-18,MANDI047,Chawal,Local,47117.0,KGS,48
ARR0012331,13-Mar-2026,MANDI006,WHEAT,Local,47352.0,kg,144
ARR0018269,03/09/2026,MANDI028,mustard,Hybrid,3.925,T,121
ARR0019104,2026-01-11,MANDI035,Narma,Premium,31.16 qtl,,93
ARR0024962,04.05.2026,MANDI-044,मक्का,Hybrid,-440.36,Qtl,23
ARR0002495,30/05/2026,MANDI006,Rice,Premium,92.24 qtl,,106
ARR0022332,24/06/2026,mandi_008,Narma,Premium,"20,683.0 KG",,64
ARR0019421,07/08/2026,MANDI027,Sarso,HD-2967,36057.0,KGS,43
ARR0022162,2026/06/17,057,Kapas,Pusa-1121,"25,543.0 KG",,7
ARR0000846,05-05-2026,MANDI004,चावल,PBW-343,3433.0,KG,103
ARR0008735,2026/08/22,MANDI008,Ganna,Premium,16.987000000000002,MT,80
ARR0011917,20.02.2026,009,Ganne,PBW-343,27.639,Tonnes,100
ARR0011872,13/06/2026,mandi054,mustard,,7626.000000000001,kg,117
ARR0012416,01-09-2026,MANDI022,Sarson,Hybrid,19.594,Tonnes,148
ARR0007968,19/05/2026,MANDI051,corn,,"25,319.0 KG",,NA
ARR0007341,03-17-2026,MANDI020,Chawal,Pusa-1121,18764.0,kg,128
ARR0013892,2026-07-11,MANDI047,सरसों,HD-2967,"6,998.999999999999 KG",,124
ARR0024472,17/07/2026,MANDI006,sugarcane,,283.05,Q,127
ARR0023463,30/08/2026,MANDI037,Sarso,PBW-343,217.14 qtl,,79
ARR0007138,07-19-2026,MANDI025,corn,PBW-343,"32,164.999999999996 KG",,47
ARR0002965,08-15-2026,MANDI-042,Narma,Premium,"36,050.0 KG",,60
ARR0015752,2026-06-21,MANDI-012,Paddy,Hybrid,267.95,qtl,61
ARR0018914,2026/02/19,mandi_022,Ganne,HD-2967,-471.53,KG,12
ARR0015477,21/08/2026,MANDI047,Sarso,Local,24929.0,KG,15
ARR0005773,09-04-2026,MANDI012,Cotton,Pusa-1121,28027.0,Kilo,69
ARR0017433,17/02/2026,MANDI-046,Chawal,Premium,5322.0,kg,142
ARR0018345,06-Mar-2026,MANDI033,सरसों,Pusa-1121,119.99,Q,28
ARR0002531,17-Jan-2026,MANDI057,Kapas,Pusa-1121,478.56,Q,135
ARR0011139,2026-07-06,mandi044,wheat,Premium,333.01,Quintals,98
ARR0009151,07-05-2026,MANDI045,Kanak,HD-2967,28064.0,Kgs,25
ARR0014717,04.04.2026,MANDI024,Sugarcane,Pusa-1121,221.23,Qtl,20
ARR0008430,16-Feb-2026,MANDI019,Kapas,Local,313.7,qtl,127
ARR0004918,06-25-2026,MANDI026,WHEAT,PBW-343,15610.0,Kilo,53
ARR0005902,2026-02-28,MANDI029,Makka,Local,10763.0,Kgs,145
ARR0008287,07-13-2026,MANDI-028,Sarso,,55.7,quintal,80
ARR0020644,18-Aug-2026,mandi_005,Wheat,Premium,26620.999999999996,Kgs,105
ARR0023877,14.04.2026,M006,Kanak,Pusa-1121,33.888,MT,60
ARR0005657,07-22-2026,020,Paddy,Premium,13769.999999999998,Kgs,83
ARR0016128,2026/03/11,MANDI012,paddy,,"1,508.0 KG",,97
ARR0022482,09-Feb-2026,MANDI052,Maize,Pusa-1121,473.09,Qtl,9
ARR0005908,2026-02-27,MANDI021,सरसों,Pusa-1121,33450.0,kg,5
ARR0007374,31.03.2026,MANDI012,sugarcane,Local,11.065999999999999,Tonnes,NA
ARR0019363,15-Mar-2026,mandi_051,Mustard,Premium,17.19,Q,75
ARR0018747,26.08.2026,MANDI042,WHEAT,Hybrid,157.31,qtl,29
ARR0006722,03-Jan-2026,MANDI-036,चावल,Hybrid,16633.0,kg,18
ARR0024807,02-13-2026,MANDI-041,cotton,Pusa-1121,422.25,Q,78
ARR0012687,16-Jul-2026,M022,Paddy,Premium,"21,735.0 KG",,NA
ARR0008265,2026-05-31,MANDI-011,Corn,Premium,48.426,Tonnes,126
ARR0007694,2026/02/26,M038,paddy,Local,377.53,quintal,58
ARR0019523,2026/06/27,MANDI035,cotton,Pusa-1121,313.22,Qtl,NA
ARR0008326,2026/05/24,MANDI-016,Paddy,HD-2967,"41,394.0 KG",,109
ARR0011645,2026/01/19,MANDI-022,Corn,PBW-343,8667.0,Kgs,16
ARR0012266,09-07-2026,MANDI053,sugarcane,,69.07,Quintals,101
ARR0011422,16-Jan-2026,MANDI015,Cotton,Hybrid,296.15,quintal,97
ARR0001827,23-Aug-2026,MANDI013,Rice,,44763.0,Kilo,138
