date,district,rainfall_mm,temperature_celsius,humidity_percent,arrival_quantity_qtl,arrival_records
2026-07-13,Hisar,2.29,30.4,48.5,322.66,2
2026-07-13,Jalandhar,11.13,26.27,70.5,675.0,2
2026-07-13,Karnal,23.74,34.27,68.6,1933.13,7
2026-07-13,Ludhiana,38.75,28.2,55.0,2014.14,10
2026-07-13,Meerut,22.5,26.24,55.33,282.88,3
2026-07-13,Moga,25.78,28.34,51.2,1016.87,4
2026-07-13,Patiala,15.6,25.52,58.5,212.05,2
2026-07-13,Saharanpur,14.99,22.0,,1119.16,5
2026-07-13,Sirsa,8.13,36.3,33.0,371.68,6
2026-07-13,Unknown,11.95,27.8,68.0,1527.87,5
2026-07-14,Agra,13.4,36.4,66.0,0.0,1
2026-07-14,Ambala,35.79,25.53,95.0,931.75,5
2026-07-14,Bareilly,29.2,28.92,63.0,2067.01,9
2026-07-14,Bathinda,28.2,33.32,64.6,322.59,2
2026-07-14,Fatehabad,18.16,19.86,43.0,437.41,3
2026-07-14,Ferozepur,16.8,26.41,64.0,2059.13,7
2026-07-14,Hisar,6.0,29.05,49.5,1234.21,4
2026-07-14,Jalandhar,42.29,22.67,89.33,1176.75,5
2026-07-14,Karnal,18.31,32.33,55.5,2526.18,10
2026-07-14,Kurukshetra,21.64,28.72,66.4,632.21,4
2026-07-14,Ludhiana,9.2,29.26,47.33,3217.98,10
2026-07-14,Meerut,16.76,39.5,86.0,400.06,1
2026-07-14,Moga,34.47,23.62,50.75,590.74,2
2026-07-14,Muzaffarnagar,32.6,30.3,65.0,1648.35,8
2026-07-14,Patiala,28.52,31.85,40.5,2390.22,9
2026-07-14,Sirsa,21.1,26.05,57.5,853.84,3
2026-07-14,Unknown,21.91,24.85,69.33,514.22,3
2026-07-15,Agra,26.82,22.12,34.0,1308.87,4
2026-07-15,Ambala,11.91,28.33,55.33,983.83,4
2026-07-15,Amritsar,11.67,24.26,67.5,1745.03,7
2026-07-15,Bareilly,24.9,34.4,43.5,2827.8,8
2026-07-15,Bathinda,13.3,23.3,54.0,822.36,3
2026-07-15,Fatehabad,11.43,27.28,67.67,2109.43,7
2026-07-15,Hisar,41.0,30.5,,1284.43,6
2026-07-15,Jalandhar,33.56,31.97,57.0,208.16,2
2026-07-15,Karnal,8.1,21.0,46.0,3764.74,12
2026-07-15,Kurukshetra,32.97,36.29,59.33,1167.08,5
2026-07-15,Ludhiana,28.3,24.4,48.0,1531.47,7
2026-07-15,Meerut,9.7,31.04,70.33,393.67,2
2026-07-15,Moga,28.35,25.35,47.5,107.21,2
2026-07-15,Muzaffarnagar,,31.4,49.0,2947.56,10
2026-07-15,Patiala,29.8,28.0,41.0,2192.09,8
2026-07-15,Saharanpur,44.25,24.1,44.5,1175.71,7
2026-07-15,Unknown,22.69,26.67,59.5,3072.26,11
2026-07-16,Agra,,26.94,53.0,510.25,2
2026-07-16,Ambala,16.23,28.05,48.5,1037.73,5
2026-07-16,Amritsar,6.8,33.2,36.0,1493.08,6
2026-07-16,Bareilly,23.62,22.5,81.0,1034.92,4
2026-07-16,Bathinda,16.2,38.39,38.0,589.01,2
2026-07-16,Fatehabad,47.9,20.9,31.0,848.5,4
2026-07-16,Ferozepur,26.21,23.27,68.17,506.56,2
2026-07-16,Jalandhar,3.02,20.73,64.75,1097.38,3
2026-07-16,Karnal,23.06,27.48,53.6,839.48,4
2026-07-16,Kurukshetra,12.94,26.77,72.5,1140.81,3
2026-07-16,Meerut,39.47,27.23,67.33,385.25,1
2026-07-16,Moga,21.59,26.0,31.0,683.09,3
2026-07-16,Muzaffarnagar,34.85,29.37,55.5,2965.95,10
2026-07-16,Patiala,33.78,28.11,64.67,1195.82,4
2026-07-16,Saharanpur,33.17,26.8,46.5,999.15,5
2026-07-16,Sirsa,,26.4,82.0,646.97,6
2026-07-16,Unknown,26.9,30.5,63.67,2530.41,8
2026-07-17,Agra,30.09,23.91,52.0,909.72,2
2026-07-17,Ambala,31.11,29.94,64.6,2883.07,9
2026-07-17,Amritsar,21.84,32.96,55.0,2389.34,9
2026-07-17,Bareilly,11.28,23.63,66.17,2015.78,8
2026-07-17,Bathinda,16.9,29.65,62.5,527.41,3
2026-07-17,Fatehabad,37.85,21.4,62.5,850.43,5
2026-07-17,Ferozepur,23.85,19.59,60.67,570.77,3
2026-07-17,Hisar,9.29,19.14,66.5,525.2,4
2026-07-17,Jalandhar,20.5,21.78,65.0,612.01,2
2026-07-17,Karnal,43.1,18.66,72.0,1922.26,7
2026-07-17,Kurukshetra,17.47,27.74,61.25,2142.13,8
2026-07-17,Meerut,43.55,21.64,64.0,93.29,1
2026-07-17,Moga,20.01,28.82,67.33,919.94,4
2026-07-17,Muzaffarnagar,9.91,28.05,66.0,1492.06,5
2026-07-17,Patiala,38.64,24.05,94.0,591.03,6
2026-07-17,Saharanpur,12.7,24.0,51.0,1248.04,5
2026-07-17,Sirsa,32.0,24.14,64.0,375.67,2
2026-07-17,Unknown,44.1,19.11,30.0,1616.75,5
2026-07-18,Agra,4.8,19.7,72.0,1122.46,4
2026-07-18,Ambala,21.16,36.16,72.67,678.64,2
2026-07-18,Amritsar,31.47,28.47,41.33,1845.7,9
2026-07-18,Bareilly,23.34,28.27,73.67,1863.81,8
2026-07-18,Bathinda,17.2,22.14,61.0,873.76,4
2026-07-18,Fatehabad,18.14,29.5,58.17,529.4,3
2026-07-18,Ferozepur,11.15,22.7,39.5,493.07,2
2026-07-18,Hisar,36.0,39.9,52.0,1550.75,5
2026-07-18,Jalandhar,23.0,25.94,63.5,714.01,5
2026-07-18,Kurukshetra,22.55,21.5,75.0,571.78,3
2026-07-18,Ludhiana,28.64,36.4,35.0,2144.52,10
2026-07-18,Meerut,39.1,17.0,53.0,956.4,3
2026-07-18,Moga,30.1,31.23,73.67,1581.47,9
2026-07-18,Muzaffarnagar,43.69,38.0,78.0,1885.54,7
2026-07-18,Patiala,18.7,24.5,63.0,2173.5,11
2026-07-18,Saharanpur,13.0,38.22,,1569.5,9
2026-07-18,Sirsa,36.58,27.9,64.0,856.53,3
2026-07-18,Unknown,18.05,27.1,76.67,936.67,5
2026-07-19,Agra,6.1,29.0,58.0,460.19,2
2026-07-19,Ambala,31.82,19.9,61.75,424.62,1
2026-07-19,Amritsar,7.87,25.3,52.33,1001.43,6
2026-07-19,Bareilly,43.43,22.7,55.0,1526.01,6
2026-07-19,Bathinda,40.28,28.66,52.5,229.82,2
2026-07-19,Fatehabad,9.45,26.98,62.75,479.58,1
2026-07-19,Ferozepur,22.32,24.87,62.67,385.81,2
2026-07-19,Hisar,31.6,22.23,47.5,1322.15,6
2026-07-19,Jalandhar,27.41,29.89,38.0,1019.67,4
2026-07-19,Karnal,28.58,23.07,48.33,1292.91,6
2026-07-19,Ludhiana,9.12,29.97,69.67,1303.06,4
2026-07-19,Meerut,23.05,25.72,67.25,764.95,3
2026-07-19,Moga,19.82,27.06,53.5,851.44,2
2026-07-19,Muzaffarnagar,16.5,27.84,66.33,389.02,2
2026-07-19,Saharanpur,23.9,15.28,53.0,821.25,4
2026-07-19,Sirsa,24.0,30.2,31.0,463.08,3
2026-07-20,Agra,24.81,33.94,56.0,439.73,2
2026-07-20,Ambala,25.35,28.16,74.5,1079.22,4
2026-07-20,Amritsar,4.1,18.8,32.0,1087.59,6
2026-07-20,Bareilly,18.99,32.58,71.4,968.55,4
2026-07-20,Bathinda,35.62,30.64,49.0,218.76,2
2026-07-20,Fatehabad,2.54,35.78,74.0,1179.53,7
2026-07-20,Ferozepur,21.37,28.24,58.67,524.83,2
2026-07-20,Hisar,,32.61,50.0,1761.77,8
2026-07-20,Jalandhar,20.0,20.63,68.33,1063.09,4
2026-07-20,Karnal,27.68,22.3,49.6,911.19,4
2026-07-20,Kurukshetra,7.2,28.25,48.0,1496.42,4
2026-07-20,Ludhiana,48.77,28.0,90.0,1980.45,7
2026-07-20,Moga,32.2,18.4,71.0,750.59,3
2026-07-20,Muzaffarnagar,28.87,19.07,80.25,2990.45,12
2026-07-20,Patiala,32.48,26.7,64.75,1590.41,8
2026-07-20,Saharanpur,30.73,27.2,65.0,2283.12,9
2026-07-20,Sirsa,28.9,33.6,90.0,1461.48,6
2026-07-20,Unknown,32.61,33.57,,1475.09,6
2026-07-21,Agra,36.93,24.1,67.33,324.91,2
2026-07-21,Ambala,39.7,26.9,82.0,546.67,2
2026-07-21,Amritsar,5.14,21.57,71.5,2522.41,10
2026-07-21,Bareilly,28.1,37.0,33.0,648.86,4
2026-07-21,Bathinda,23.44,39.25,43.0,759.89,3
2026-07-21,Fatehabad,44.5,31.46,61.33,1081.32,4
2026-07-21,Ferozepur,24.99,26.53,66.67,347.04,3
2026-07-21,Hisar,20.9,30.44,48.0,1234.41,3
2026-07-21,Jalandhar,15.6,19.6,81.0,1355.55,4
2026-07-21,Karnal,33.32,27.97,67.4,2031.6,9
2026-07-21,Ludhiana,30.17,23.26,81.67,564.59,2
2026-07-21,Meerut,46.74,32.1,51.0,410.14,1
2026-07-21,Moga,25.92,27.39,60.0,456.22,3
2026-07-21,Muzaffarnagar,28.8,31.53,54.0,3055.48,12
2026-07-21,Patiala,2.4,34.3,54.0,983.91,5
2026-07-21,Saharanpur,21.68,31.07,82.0,2605.87,11
2026-07-21,Sirsa,11.5,39.6,42.0,1337.88,6
2026-07-21,Unknown,39.13,34.0,50.0,1740.28,8
2026-07-22,Agra,17.1,20.1,60.0,325.24,1
2026-07-22,Ambala,26.3,31.66,63.75,2401.29,6
2026-07-22,Amritsar,30.76,30.14,70.33,1943.38,6
2026-07-22,Bareilly,,20.1,41.0,636.49,3
2026-07-22,Bathinda,8.2,15.3,79.0,995.33,3
2026-07-22,Fatehabad,19.77,23.73,65.33,2141.41,6
2026-07-22,Ferozepur,27.67,24.3,77.5,1152.46,6
2026-07-22,Hisar,,33.22,57.0,2518.04,9
2026-07-22,Jalandhar,16.83,30.76,50.33,775.66,3
2026-07-22,Karnal,22.9,32.75,61.0,713.81,5
2026-07-22,Kurukshetra,11.97,32.15,58.5,1827.17,5
2026-07-22,Ludhiana,10.27,24.53,33.0,697.18,2
2026-07-22,Moga,2.8,33.25,43.0,1365.56,6
2026-07-22,Muzaffarnagar,19.95,26.1,51.5,2231.9,10
2026-07-22,Patiala,,23.8,51.0,1812.19,7
2026-07-22,Saharanpur,25.2,26.95,77.5,1648.97,4
2026-07-22,Sirsa,12.95,19.3,63.0,1009.46,4
2026-07-22,Unknown,44.1,34.09,50.0,953.62,4
2026-07-23,Agra,28.6,23.32,66.8,824.69,4
2026-07-23,Ambala,25.8,31.34,42.5,1463.71,4
2026-07-23,Amritsar,30.7,21.2,66.5,1339.48,7
2026-07-23,Bareilly,21.2,26.67,66.0,1309.39,4
2026-07-23,Bathinda,23.09,23.02,71.25,1322.06,4
2026-07-23,Fatehabad,9.95,26.22,66.0,459.52,2
2026-07-23,Ferozepur,23.77,16.63,63.67,156.8,1
2026-07-23,Hisar,36.77,33.25,61.5,1619.28,8
2026-07-23,Jalandhar,37.8,25.88,63.33,931.47,5
2026-07-23,Karnal,29.6,20.08,67.75,1495.05,9
2026-07-23,Kurukshetra,49.2,32.22,89.0,227.44,1
2026-07-23,Ludhiana,26.75,25.24,60.0,1678.11,8
2026-07-23,Meerut,25.73,25.62,70.0,429.44,1
2026-07-23,Moga,,35.3,55.0,1369.04,4
2026-07-23,Muzaffarnagar,26.37,27.54,71.0,752.71,5
2026-07-23,Patiala,26.22,24.24,53.5,2623.49,10
2026-07-23,Saharanpur,14.12,29.4,59.0,1285.0,5
2026-07-23,Sirsa,19.95,30.86,75.0,1561.8,6
2026-07-23,Unknown,32.5,23.98,67.6,1719.34,10
2026-07-24,Agra,24.57,27.62,63.6,996.82,3
2026-07-24,Ambala,21.95,24.58,66.4,550.26,3
2026-07-24,Amritsar,19.13,23.28,66.25,3070.81,9
2026-07-24,Bareilly,22.97,26.4,73.0,1313.48,4
2026-07-24,Bathinda,0.9,24.3,93.0,871.91,5
2026-07-24,Fatehabad,7.23,27.54,44.5,2292.11,10
2026-07-24,Ferozepur,27.83,26.1,56.5,752.83,3
2026-07-24,Hisar,25.83,32.0,57.5,1947.2,9
2026-07-24,Jalandhar,19.39,24.37,69.67,1754.25,7
2026-07-24,Karnal,36.8,20.1,58.0,689.8,4
2026-07-24,Kurukshetra,27.25,31.6,72.5,1408.65,6
2026-07-24,Ludhiana,22.02,22.73,52.5,1571.08,6
2026-07-24,Meerut,21.19,34.29,69.5,1517.81,4
2026-07-24,Moga,21.29,22.88,51.5,1279.79,5
2026-07-24,Muzaffarnagar,11.4,31.8,86.33,2036.56,7
2026-07-24,Patiala,13.85,27.86,80.75,1351.35,7
2026-07-24,Saharanpur,40.25,31.54,58.0,2532.67,9
2026-07-24,Sirsa,21.43,28.03,71.33,1645.01,5
2026-07-24,Unknown,27.6,22.39,73.0,1619.28,6
2026-07-25,Agra,49.7,26.41,73.5,865.18,3
2026-07-25,Ambala,27.18,23.5,68.25,1612.34,5
2026-07-25,Amritsar,43.5,32.75,76.0,2159.06,7
2026-07-25,Bareilly,34.75,28.73,48.0,2039.7,7
2026-07-25,Bathinda,15.51,20.82,54.25,563.79,2
2026-07-25,Fatehabad,20.3,33.4,57.0,2487.22,9
2026-07-25,Ferozepur,3.43,31.64,62.0,1849.54,5
2026-07-25,Hisar,20.9,31.76,87.5,953.03,2
2026-07-25,Jalandhar,14.13,29.69,51.0,1123.66,3
2026-07-25,Karnal,36.1,27.78,42.0,1438.91,6
2026-07-25,Kurukshetra,20.79,26.9,84.5,1354.42,6
2026-07-25,Ludhiana,27.93,27.32,53.25,1961.35,8
2026-07-25,Meerut,17.63,31.97,59.25,414.85,1
2026-07-25,Moga,44.71,26.22,63.33,946.53,3
2026-07-25,Muzaffarnagar,18.35,22.16,53.67,2502.07,9
2026-07-25,Patiala,16.5,24.8,45.0,1913.04,7
2026-07-25,Saharanpur,46.2,25.3,54.0,1822.66,7
2026-07-25,Sirsa,27.32,25.93,51.6,1322.23,5
2026-07-25,Unknown,15.73,23.96,49.0,1468.4,6
2026-07-26,Agra,22.2,25.6,68.0,1380.99,5
2026-07-26,Ambala,21.34,18.5,83.0,1740.15,6
2026-07-26,Bareilly,40.6,25.85,58.5,1417.99,6
2026-07-26,Bathinda,13.78,25.78,77.5,663.77,4
2026-07-26,Fatehabad,12.9,34.9,37.0,1380.23,5
2026-07-26,Ferozepur,49.02,21.8,69.0,1061.59,5
2026-07-26,Hisar,37.4,19.1,54.5,1854.34,8
2026-07-26,Jalandhar,32.81,23.4,60.5,1477.39,6
2026-07-26,Karnal,8.5,27.85,68.5,975.02,5
2026-07-26,Ludhiana,27.85,24.62,62.83,1355.19,5
2026-07-26,Meerut,25.27,24.35,66.5,355.71,1
2026-07-26,Moga,18.65,23.28,70.25,756.66,4
2026-07-26,Muzaffarnagar,48.0,21.11,,1997.03,8
2026-07-26,Patiala,0.85,20.88,55.75,1162.2,7
2026-07-26,Saharanpur,26.23,38.4,56.75,2299.45,9
2026-07-26,Sirsa,33.27,20.13,64.75,0.0,1
2026-07-26,Unknown,,26.1,78.0,1700.13,7
2026-07-27,Agra,22.87,29.55,59.5,762.56,2
2026-07-27,Ambala,7.8,32.3,78.0,1903.3,8
2026-07-27,Amritsar,45.3,23.67,62.33,1630.94,7
2026-07-27,Bareilly,27.1,32.29,53.0,2512.44,11
2026-07-27,Bathinda,19.65,21.9,63.0,105.78,2
2026-07-27,Fatehabad,21.16,30.18,59.67,3345.68,10
2026-07-27,Ferozepur,12.64,30.23,81.67,395.58,2
2026-07-27,Hisar,34.54,22.67,66.0,1781.59,5
2026-07-27,Jalandhar,19.05,28.7,85.5,2097.66,7
2026-07-27,Karnal,21.56,29.62,65.4,3129.85,14
2026-07-27,Kurukshetra,23.24,30.74,73.0,910.49,4
2026-07-27,Meerut,26.93,24.37,45.4,606.33,2
2026-07-27,Moga,11.49,17.1,48.0,632.16,4
2026-07-27,Muzaffarnagar,,24.89,33.0,2637.06,11
2026-07-27,Patiala,20.45,27.2,49.0,932.59,3
2026-07-27,Saharanpur,,28.11,62.0,858.31,5
2026-07-27,Sirsa,5.1,29.84,66.0,2215.39,8
2026-07-27,Unknown,26.0,15.2,,2935.69,12
2026-07-28,Agra,15.75,28.03,63.67,680.08,3
2026-07-28,Ambala,,24.4,58.0,385.91,3
2026-07-28,Amritsar,21.8,33.15,78.0,1035.67,3
2026-07-28,Bareilly,40.39,20.0,50.0,1624.19,7
2026-07-28,Bathinda,43.2,25.21,79.0,48.51,2
2026-07-28,Fatehabad,34.29,18.7,51.0,765.25,4
2026-07-28,Ferozepur,15.76,28.53,57.67,892.93,3
2026-07-28,Hisar,39.95,28.0,61.33,701.04,4
2026-07-28,Jalandhar,22.75,19.85,58.67,1874.54,5
2026-07-28,Karnal,35.81,32.5,78.0,545.39,2
2026-07-28,Kurukshetra,23.37,26.45,,543.83,2
2026-07-28,Ludhiana,25.68,25.89,48.67,2963.34,9
2026-07-28,Meerut,14.8,27.5,81.0,900.89,3
2026-07-28,Moga,20.41,28.6,78.0,1147.7,6
2026-07-28,Muzaffarnagar,,26.0,35.0,2147.48,9
2026-07-28,Patiala,18.85,33.39,77.0,1504.94,8
2026-07-28,Saharanpur,26.56,29.77,62.0,1475.74,9
2026-07-28,Sirsa,31.5,26.14,53.0,1294.01,4
2026-07-28,Unknown,19.7,26.45,75.0,1115.7,6
2026-07-29,Agra,37.31,28.03,59.33,466.12,2
2026-07-29,Amritsar,23.8,29.38,54.75,291.04,4
2026-07-29,Bareilly,44.25,27.96,68.5,416.42,3
2026-07-29,Fatehabad,30.23,32.9,42.0,1809.81,5
2026-07-29,Ferozepur,18.75,29.25,46.5,1716.15,6
2026-07-29,Hisar,24.35,22.2,61.0,573.07,3
2026-07-29,Jalandhar,28.6,37.61,61.5,523.27,2
2026-07-29,Karnal,19.3,27.7,78.5,1076.48,6
2026-07-29,Kurukshetra,35.94,23.73,54.0,1474.48,6
2026-07-29,Ludhiana,30.79,28.59,53.0,3033.61,10
2026-07-29,Meerut,14.1,35.22,91.0,841.14,2
2026-07-29,Moga,36.85,24.06,46.0,1185.86,3
2026-07-29,Saharanpur,12.95,34.06,42.0,2603.98,12
2026-07-29,Sirsa,10.3,21.64,43.5,836.68,6
2026-07-30,Agra,13.1,28.34,61.5,1823.98,6
2026-07-30,Amritsar,24.67,19.05,62.5,1702.36,6
2026-07-30,Bareilly,40.44,32.86,50.0,1307.8,7
2026-07-30,Bathinda,17.26,27.4,67.8,535.38,3
2026-07-30,Fatehabad,26.9,21.86,54.5,2195.08,12
2026-07-30,Ferozepur,39.3,31.03,75.0,838.59,3
2026-07-30,Hisar,25.5,27.5,64.5,1126.39,3
2026-07-30,Jalandhar,9.65,24.35,75.0,917.84,3
2026-07-30,Karnal,30.17,30.14,52.8,1705.88,7
2026-07-30,Kurukshetra,35.13,24.2,83.0,376.58,3
2026-07-30,Ludhiana,30.59,31.1,64.75,1675.94,9
2026-07-30,Meerut,32.9,26.44,71.0,1159.07,5
2026-07-30,Moga,29.76,19.97,75.67,1862.8,6
2026-07-30,Muzaffarnagar,7.6,35.3,86.0,2685.4,9
2026-07-30,Patiala,10.16,34.9,34.0,2920.02,9
2026-07-30,Saharanpur,34.15,20.9,70.5,1444.34,6
2026-07-30,Sirsa,18.6,27.99,72.0,1061.95,3
2026-07-30,Unknown,14.32,30.2,69.25,1064.86,4
2026-07-31,Ambala,19.43,32.15,57.8,24.81,2
2026-07-31,Amritsar,33.2,18.9,60.0,2394.56,9
2026-07-31,Bareilly,23.46,30.82,41.25,1361.72,4
2026-07-31,Bathinda,15.43,33.3,67.33,886.86,3
2026-07-31,Fatehabad,39.9,35.28,47.0,483.28,2
2026-07-31,Ferozepur,39.7,25.34,70.0,872.66,3
2026-07-31,Hisar,32.71,24.73,72.67,941.18,3
2026-07-31,Jalandhar,29.64,19.81,62.67,1180.06,5
2026-07-31,Karnal,26.2,21.8,65.5,1002.77,4
2026-07-31,Kurukshetra,21.57,29.27,63.78,670.19,4
2026-07-31,Ludhiana,34.8,27.16,58.5,527.71,5
2026-07-31,Meerut,44.2,33.41,37.33,71.62,1
2026-07-31,Moga,20.45,28.07,58.2,1827.35,5
2026-07-31,Muzaffarnagar,10.9,21.26,64.0,1800.74,7
2026-07-31,Patiala,4.32,24.0,32.0,3232.41,10
2026-07-31,Saharanpur,34.7,24.0,51.0,1185.21,4
2026-07-31,Sirsa,6.5,31.28,37.0,1569.28,5
2026-07-31,Unknown,22.45,30.41,43.5,1382.05,5
2026-08-01,Agra,27.38,29.93,76.5,549.26,2
2026-08-01,Ambala,11.96,21.27,58.33,488.3,2
2026-08-01,Amritsar,3.81,36.11,81.0,326.12,3
2026-08-01,Bareilly,23.5,32.89,38.0,873.62,5
2026-08-01,Bathinda,17.23,25.28,59.5,1314.24,5
2026-08-01,Fatehabad,19.67,22.3,58.67,1801.87,8
2026-08-01,Ferozepur,38.15,20.7,93.0,839.5,4
2026-08-01,Hisar,29.72,28.65,54.0,1237.53,4
2026-08-01,Jalandhar,32.09,27.32,62.0,1782.85,7
2026-08-01,Karnal,36.8,21.8,85.0,823.81,4
2026-08-01,Kurukshetra,23.48,30.25,46.5,232.36,2
2026-08-01,Ludhiana,41.55,30.5,41.0,1642.54,7
2026-08-01,Meerut,1.8,33.6,79.0,431.28,1
2026-08-01,Muzaffarnagar,24.11,33.89,45.5,2870.4,11
2026-08-01,Patiala,,22.72,59.0,1364.68,5
2026-08-01,Sirsa,42.41,25.66,75.0,88.41,2
2026-08-01,Unknown,44.2,25.0,30.0,2079.9,8
2026-08-02,Ambala,9.9,32.9,63.0,1638.74,6
2026-08-02,Amritsar,23.2,22.2,61.67,1823.86,8
2026-08-02,Bareilly,30.37,30.44,56.33,1971.42,9
2026-08-02,Bathinda,40.94,25.42,62.25,108.24,2
2026-08-02,Fatehabad,18.42,27.36,56.5,1271.28,5
2026-08-02,Ferozepur,28.46,24.7,58.5,806.47,4
2026-08-02,Hisar,20.62,21.9,57.0,1304.27,6
2026-08-02,Jalandhar,12.18,25.27,66.67,1991.76,7
2026-08-02,Karnal,,35.11,88.0,1295.92,6
2026-08-02,Kurukshetra,19.14,18.07,72.33,770.96,5
2026-08-02,Ludhiana,17.98,29.4,71.2,2448.71,9
2026-08-02,Meerut,38.61,24.71,63.0,784.26,2
2026-08-02,Moga,25.28,28.6,57.25,1027.73,4
2026-08-02,Muzaffarnagar,31.7,22.0,59.0,1727.06,6
2026-08-02,Patiala,7.9,33.1,88.0,1236.9,5
2026-08-02,Saharanpur,16.48,27.98,63.67,673.92,4
2026-08-02,Sirsa,23.72,27.74,71.8,1947.84,7
2026-08-02,Unknown,19.69,26.67,72.0,1760.28,6
2026-08-03,Agra,,28.28,72.0,1617.04,5
2026-08-03,Ambala,29.5,26.8,56.33,2348.2,8
2026-08-03,Amritsar,37.85,38.28,63.0,940.49,5
2026-08-03,Bareilly,22.18,26.67,71.0,1232.18,5
2026-08-03,Bathinda,28.7,26.3,57.33,414.68,2
2026-08-03,Fatehabad,21.06,24.88,66.25,913.77,5
2026-08-03,Ferozepur,21.6,32.2,65.67,848.55,3
2026-08-03,Hisar,22.91,18.45,71.0,613.82,3
2026-08-03,Jalandhar,18.0,21.39,73.0,1418.05,6
2026-08-03,Karnal,35.2,23.75,72.5,446.37,4
2026-08-03,Kurukshetra,27.59,26.38,59.8,1281.37,5
2026-08-03,Ludhiana,30.7,25.53,43.0,883.06,4
2026-08-03,Moga,32.2,25.53,61.33,1782.66,6
2026-08-03,Saharanpur,31.42,28.38,49.8,2728.64,11
2026-08-03,Sirsa,12.59,22.45,65.0,39.62,1
2026-08-03,Unknown,19.35,30.74,49.5,1173.86,5
2026-08-04,Agra,43.8,24.3,63.5,320.89,1
2026-08-04,Ambala,26.4,33.67,39.67,1572.12,6
2026-08-04,Amritsar,30.68,35.14,62.5,2101.16,6
2026-08-04,Bareilly,16.6,30.82,65.0,1559.2,6
2026-08-04,Bathinda,44.7,26.92,53.5,1229.89,5
2026-08-04,Fatehabad,24.27,26.88,59.83,449.8,2
2026-08-04,Ferozepur,28.05,28.57,51.0,1036.89,4
2026-08-04,Hisar,36.0,27.48,72.67,481.14,5
2026-08-04,Jalandhar,47.3,23.3,38.0,743.48,3
2026-08-04,Karnal,24.55,30.15,50.0,2103.41,7
2026-08-04,Kurukshetra,19.65,23.6,50.5,972.74,5
2026-08-04,Ludhiana,27.09,29.5,57.0,1621.43,5
2026-08-04,Meerut,17.17,26.67,77.33,223.13,1
2026-08-04,Moga,27.8,27.95,56.43,1039.62,5
2026-08-04,Muzaffarnagar,29.88,26.75,70.67,496.52,4
2026-08-04,Patiala,17.7,25.05,56.0,1517.43,5
2026-08-04,Saharanpur,43.94,22.45,72.0,1301.42,8
2026-08-04,Sirsa,22.1,26.06,56.5,1364.59,6
2026-08-04,Unknown,34.25,26.43,49.0,431.22,2
2026-08-05,Agra,20.08,27.18,88.67,441.34,3
2026-08-05,Amritsar,1.9,35.9,86.0,966.56,6
2026-08-05,Bareilly,22.13,28.6,60.5,1434.79,6
2026-08-05,Bathinda,24.8,21.3,64.0,505.84,3
2026-08-05,Fatehabad,26.0,32.02,56.25,1592.66,5
2026-08-05,Ferozepur,40.27,38.06,62.0,379.95,3
2026-08-05,Hisar,35.44,24.9,56.0,435.81,2
2026-08-05,Jalandhar,19.8,18.2,48.0,397.86,3
2026-08-05,Karnal,26.52,30.9,70.6,2642.54,13
2026-08-05,Kurukshetra,35.5,35.72,87.0,1728.73,7
2026-08-05,Ludhiana,0.2,29.78,86.0,3263.58,10
2026-08-05,Meerut,23.4,29.36,70.5,439.89,1
2026-08-05,Moga,33.06,20.89,48.67,557.04,3
2026-08-05,Muzaffarnagar,45.7,28.02,61.5,3045.82,13
2026-08-05,Patiala,39.61,30.4,52.0,2505.54,7
2026-08-05,Sirsa,26.16,28.96,74.0,742.03,5
2026-08-06,Agra,28.29,26.09,51.2,286.94,2
2026-08-06,Ambala,28.6,18.11,39.0,1236.31,5
2026-08-06,Amritsar,49.0,22.72,47.0,1949.7,7
2026-08-06,Bareilly,3.4,19.38,55.25,3398.76,11
2026-08-06,Bathinda,30.9,21.59,63.67,331.8,2
2026-08-06,Fatehabad,18.73,27.85,43.75,1817.57,8
2026-08-06,Ferozepur,36.5,21.23,67.0,598.99,2
2026-08-06,Hisar,26.97,24.64,66.0,1920.05,10
2026-08-06,Jalandhar,18.05,19.42,78.0,618.52,2
2026-08-06,Karnal,21.8,29.2,56.0,1228.75,7
2026-08-06,Kurukshetra,27.2,18.5,66.5,1077.86,4
2026-08-06,Ludhiana,26.9,18.66,47.0,2513.42,8
2026-08-06,Meerut,45.6,38.11,68.0,360.69,2
2026-08-06,Moga,22.27,22.6,49.0,765.99,4
2026-08-06,Muzaffarnagar,24.1,26.39,75.5,2006.48,10
2026-08-06,Patiala,29.1,20.36,62.5,2153.28,8
2026-08-06,Saharanpur,29.2,26.8,88.5,2117.09,11
2026-08-06,Sirsa,,27.24,57.0,1826.91,8
2026-08-06,Unknown,2.29,29.0,,1855.62,5
2026-08-07,Agra,27.18,38.89,94.0,961.07,4
2026-08-07,Ambala,21.04,29.61,59.57,714.45,3
2026-08-07,Amritsar,14.07,31.33,65.5,1815.16,7
2026-08-07,Bareilly,23.05,27.87,55.5,1555.4,6
2026-08-07,Bathinda,33.75,29.43,65.33,328.65,2
2026-08-07,Fatehabad,16.57,25.42,53.75,1165.96,5
2026-08-07,Ferozepur,5.84,24.3,75.0,506.58,3
2026-08-07,Hisar,32.98,23.56,55.67,1416.84,6
2026-08-07,Jalandhar,40.97,29.89,63.0,1235.2,4
2026-08-07,Karnal,48.51,35.74,58.0,662.51,2
